Genome ID,Collection Year,Isolation Country,Host Name,Host Common Name,Host Group,Country Code,PP cluster
485_9048,2014,United Kingdom,Human,Human,Human,GBR,252
485_4291,2013,USA,Human,Human,Human,USA,205
485_14399,2017,Australia,Human,,,AUS,4
485_15611,2017,Australia,Human,,,AUS,9
485_17554,2017,Australia,Human,,,AUS,21
485_9694,2012,Australia,Human,Human,Human,AUS,3
485_13129,2017,Australia,Human,,,AUS,18
485_5345,2013,United Kingdom,Human,Human,Human,GBR,16
485_6929,2015,New Zealand,Human,Human,Human,NZL,5
485_5547,2013,Spain,Human,Human,Human,ESP,6
485_5211,2013,Belgium,Human,Human,Human,BEL,3
485_13906,2017,Australia,Human,,,AUS,1134
485_17069,2017,Australia,Human,,,AUS,1014
485_8374,2013,United Kingdom,Human,Human,Human,GBR,6
485_325,2002,Canada,Human,Human,Human,CAN,946
485_14249,2017,Australia,Human,,,AUS,2
485_17761,2003,Japan,Human,,,JPN,29
485_14846,2017,Australia,Human,,,AUS,3
485_4359,2012,USA,Human,Human,Human,USA,339
485_3895,2013,USA,Human,Human,Human,USA,3
485_5573,2013,Spain,Human,Human,Human,ESP,299
485_17510,2017,Australia,Human,,,AUS,1004
485_8578,2014,United Kingdom,Human,Human,Human,GBR,8
485_14945,2017,Australia,Human,,,AUS,1069
485_3845,2013,USA,Human,Human,Human,USA,169
485_8812,2013,United Kingdom,Human,Human,Human,GBR,26
485_14446,2017,Australia,Human,,,AUS,1085
485_14933,2017,Australia,Human,,,AUS,3
485_4989,2013,Spain,Human,Human,Human,ESP,3
485_12981,2017,Australia,Human,,,AUS,3
485_4173,2012,USA,Human,Human,Human,USA,66
485_599,2014,Canada,Human,Human,Human,CAN,8
485_5079,2013,Belgium,Human,Human,Human,BEL,47
485_184,2009,USA,Human,Human,Human,USA,1
485_9123,2015,United Kingdom,Human,Human,Human,GBR,247
485_14075,2017,Australia,Human,,,AUS,12
485_16676,2017,Australia,Human,,,AUS,390
485_14361,2017,Australia,Human,,,AUS,8
485_13438,2017,Australia,Human,,,AUS,1167
485_17503,2017,Australia,Human,,,AUS,10
485_14204,2017,Australia,Human,,,AUS,13
485_13262,2017,Australia,Human,,,AUS,1188
485_4446,2012,USA,Human,Human,Human,USA,3
485_9709,2012,Australia,Human,Human,Human,AUS,3
485_4203,2013,USA,Human,Human,Human,USA,2
485_16596,2017,Australia,Human,,,AUS,9
485_8987,2013,United Kingdom,Human,Human,Human,GBR,194
485_3858,2013,USA,Human,Human,Human,USA,25
485_527,2004,Canada,Human,Human,Human,CAN,784
485_13306,2017,Australia,Human,,,AUS,8
485_9371,2015,United Kingdom,Human,Human,Human,GBR,11
485_16701,2017,Australia,Human,,,AUS,4
485_4037,2012,USA,Human,Human,Human,USA,118
485_12926,2017,Australia,Human,,,AUS,12
485_13157,2017,Australia,Human,,,AUS,18
485_15568,2017,Australia,Human,,,AUS,5
485_13123,2017,Australia,Human,,,AUS,10
485_13931,2017,Australia,Human,,,AUS,1128
485_3844,2015,USA,Human,Human,Human,USA,6
485_13518,2017,Australia,Human,,,AUS,9
485_4353,2013,USA,Human,Human,Human,USA,1
485_3933,2013,USA,Human,Human,Human,USA,27
485_6852,2015,New Zealand,Human,Human,Human,NZL,52
485_9677,2009,Australia,Human,Human,Human,AUS,153
485_9024,2015,United Kingdom,Human,Human,Human,GBR,2
485_14092,2017,Australia,Human,,,AUS,12
485_4224,2013,USA,Human,Human,Human,USA,107
485_13897,2017,Australia,Human,,,AUS,13
485_12881,2017,Australia,Human,,,AUS,4
485_122,2010,USA,Human,Human,Human,USA,1
485_4214,2013,USA,Human,Human,Human,USA,141
485_3982,2014,USA,Human,Human,Human,USA,212
485_13075,2017,Australia,Human,,,AUS,13
485_12911,2017,Australia,Human,,,AUS,5
485_9760,2016,Ireland,Human,Human,Human,IRL,135
485_13504,2017,Australia,Human,,,AUS,4
485_4792,2015,Japan,Human,Human,Human,JPN,5
485_13183,2017,Australia,Human,,,AUS,5
485_15588,2017,Australia,Human,,,AUS,8
485_4031,2012,USA,Human,Human,Human,USA,25
485_14153,2017,Australia,Human,,,AUS,1109
485_13295,2017,Australia,Human,,,AUS,3
485_186,2009,USA,Human,Human,Human,USA,956
485_3938,2013,USA,Human,Human,Human,USA,208
485_8990,2014,United Kingdom,Human,Human,Human,GBR,98
485_8947,2016,United Kingdom,Human,Human,Human,GBR,502
485_9075,2014,United Kingdom,Human,Human,Human,GBR,265
485_9129,2016,United Kingdom,Human,Human,Human,GBR,483
485_13056,2017,Australia,Human,,,AUS,1207
485_9256,2015,United Kingdom,Human,Human,Human,GBR,111
485_3987,2012,USA,Human,Human,Human,USA,904
485_16694,2017,Australia,Human,,,AUS,5
485_17448,2017,Australia,Human,,,AUS,370
485_5477,2013,Portugal,Human,Human,Human,PRT,1
485_13041,2017,Australia,Human,,,AUS,3
485_15484,2013,USA,Human,,,USA,124
485_17083,2017,Australia,Human,,,AUS,9
485_14046,2017,Australia,Human,,,AUS,4
485_6831,2015,New Zealand,Human,Human,Human,NZL,6
485_6809,2015,New Zealand,Human,Human,Human,NZL,6
485_15608,2017,Australia,Human,,,AUS,418
485_4436,2012,USA,Human,Human,Human,USA,117
485_15051,2017,Australia,Human,,,AUS,10
485_4348,2012,USA,Human,Human,Human,USA,865
485_4099,2013,USA,Human,Human,Human,USA,105
485_5374,2013,United Kingdom,Human,Human,Human,GBR,26
485_6945,2015,New Zealand,Human,Human,Human,NZL,6
485_9536,2015,Japan,Human,Human,Human,JPN,1
485_8245,2014,United Kingdom,Human,Human,Human,GBR,34
485_14902,2017,Australia,Human,,,AUS,5
485_17752,2001,Japan,Human,,,JPN,29
485_14383,2017,Australia,Human,,,AUS,1
485_15567,2017,Australia,Human,,,AUS,4
485_5411,2013,Malta,Human,Human,Human,MLT,25
485_5467,2013,Portugal,Human,Human,Human,PRT,303
485_8297,2014,United Kingdom,Human,Human,Human,GBR,16
485_13458,2017,Australia,Human,,,AUS,5
485_9208,2015,United Kingdom,Human,Human,Human,GBR,3
485_13901,2017,Australia,Human,,,AUS,1136
485_9747,2014,Ireland,Human,Human,Human,IRL,2
485_17052,2017,Australia,Human,,,AUS,12
485_8893,2015,United Kingdom,Human,Human,Human,GBR,15
485_5344,2013,United Kingdom,Human,Human,Human,GBR,55
485_14354,2017,Australia,Human,,,AUS,5
485_9317,2016,United Kingdom,Human,Human,Human,GBR,11
485_17029,2017,Australia,Human,,,AUS,7
485_4433,2012,USA,Human,Human,Human,USA,856
485_4129,2013,USA,Human,Human,Human,USA,65
485_8273,2013,United Kingdom,Human,Human,Human,GBR,6
485_14291,2017,Australia,Human,,,AUS,7
485_12945,2017,Australia,Human,,,AUS,12
485_16375,2017,Australia,Human,,,AUS,5
485_14774,2017,Australia,Human,,,AUS,2
485_737,2007,Canada,Human,Human,Human,CAN,619
485_14959,2017,Australia,Human,,,AUS,1067
485_13994,2017,Australia,Human,,,AUS,45
485_3769,2013,USA,Human,Human,Human,USA,6
485_7114,2015,New Zealand,Human,Human,Human,NZL,6
485_17442,2017,Australia,Human,,,AUS,1012
485_17033,2017,Australia,Human,,,AUS,21
485_5249,2013,Netherlands,Human,Human,Human,NLD,788
485_5338,2013,United Kingdom,Human,Human,Human,GBR,10
485_14298,2017,Australia,Human,,,AUS,7
485_8952,2016,United Kingdom,Human,Human,Human,GBR,3
485_14180,2017,Australia,Human,,,AUS,1108
485_3803,2013,USA,Human,Human,Human,USA,144
485_199,2009,USA,Human,Human,Human,USA,1
485_13018,2017,Australia,Human,,,AUS,12
485_15586,2017,Australia,Human,,,AUS,5
485_8858,2014,United Kingdom,Human,Human,Human,GBR,9
485_6779,2015,New Zealand,Human,Human,Human,NZL,8
485_17687,2017,Australia,Human,,,AUS,7
485_9727,2013,Australia,Human,Human,Human,AUS,6
485_9545,2015,Japan,Human,Human,Human,JPN,102
485_8585,2015,United Kingdom,Human,Human,Human,GBR,6
485_5218,2013,Netherlands,Human,Human,Human,NLD,16
485_13670,2017,Australia,Human,,,AUS,12
485_823,2011,Canada,Human,Human,Human,CAN,22
485_162,2009,USA,Human,Human,Human,USA,375
485_267,2009,USA,Human,Human,Human,USA,2
485_13086,2017,Australia,Human,,,AUS,7
485_15520,2017,Australia,Human,,,AUS,4
485_4275,2012,USA,Human,Human,Human,USA,2
485_16488,2017,Australia,Human,,,AUS,5
485_9069,2013,United Kingdom,Human,Human,Human,GBR,71
485_14077,2017,Australia,Human,,,AUS,1116
485_13660,2017,Australia,Human,,,AUS,6
485_4201,2012,USA,Human,Human,Human,USA,73
485_3804,2013,USA,Human,Human,Human,USA,2
485_14224,2017,Australia,Human,,,AUS,45
485_4791,2015,Japan,Human,Human,Human,JPN,5
485_3679,2012,USA,Human,Human,Human,USA,215
485_14950,2017,Australia,Human,,,AUS,4
485_9383,2016,United Kingdom,Human,Human,Human,GBR,104
485_4895,2015,Japan,Human,Human,Human,JPN,2
485_16863,2017,Australia,Human,,,AUS,3
485_16674,2017,Australia,Human,,,AUS,18
485_13219,2017,Australia,Human,,,AUS,412
485_97,2009,USA,Human,Human,Human,USA,148
485_14795,2017,Australia,Human,,,AUS,10
485_8469,2014,United Kingdom,Human,Human,Human,GBR,101
485_450,2013,Canada,Human,Human,Human,CAN,2
485_14775,2017,Australia,Human,,,AUS,4
485_790,2010,Canada,Human,Human,Human,CAN,600
485_767,2010,Canada,Human,Human,Human,CAN,143
485_16579,2017,Australia,Human,,,AUS,9
485_71,2009,USA,Human,Human,Human,USA,2
485_9404,2015,United Kingdom,Human,Human,Human,GBR,11
485_17535,2017,Australia,Human,,,AUS,7
485_5525,2013,Portugal,Human,Human,Human,PRT,15
485_6771,2015,New Zealand,Human,Human,Human,NZL,79
485_5858,2013,USA,Human,Human,Human,USA,209
485_13201,2017,Australia,Human,,,AUS,4
485_12924,2017,Australia,Human,,,AUS,2
485_4128,2012,USA,Human,Human,Human,USA,6
485_3776,2013,USA,Human,Human,Human,USA,90
485_13824,2017,Australia,Human,,,AUS,4
485_362,2014,USA,Human,Human,Human,USA,22
485_15634,2017,Australia,Human,,,AUS,45
485_4384,2012,USA,Human,Human,Human,USA,333
485_13937,2017,Australia,Human,,,AUS,1127
485_4802,2015,Japan,Human,Human,Human,JPN,56
485_7902,2015,New Zealand,Human,Human,Human,NZL,5
485_4084,2013,USA,Human,Human,Human,USA,891
485_4168,2013,USA,Human,Human,Human,USA,201
485_17569,2017,Australia,Human,,,AUS,13
485_7094,2015,New Zealand,Human,Human,Human,NZL,5
485_273,2009,USA,Human,Human,Human,USA,22
485_5343,2013,United Kingdom,Human,Human,Human,GBR,355
485_9482,2013,United Kingdom,Human,Human,Human,GBR,2
485_15622,2017,Australia,Human,,,AUS,3
485_14420,2017,Australia,Human,,,AUS,5
485_14475,2017,Australia,Human,,,AUS,1083
485_585,2013,Canada,Human,Human,Human,CAN,1
485_4208,2013,USA,Human,Human,Human,USA,32
485_13556,2017,Australia,Human,,,AUS,18
485_5114,2013,Greece,Human,Human,Human,GRC,74
485_14270,2017,Australia,Human,,,AUS,7
485_7913,2015,New Zealand,Human,Human,Human,NZL,5
485_4363,2012,USA,Human,Human,Human,USA,141
485_5661,2013,United Kingdom,Human,Human,Human,GBR,2
485_8640,2014,United Kingdom,Human,Human,Human,GBR,15
485_6796,2015,New Zealand,Human,Human,Human,NZL,5
485_9606,2015,Japan,Human,Human,Human,JPN,154
485_9559,2015,Japan,Human,Human,Human,JPN,325
485_5390,2013,United Kingdom,Human,Human,Human,GBR,55
485_16462,2017,Australia,Human,,,AUS,2
485_4287,2013,USA,Human,Human,Human,USA,167
485_4035,2012,USA,Human,Human,Human,USA,6
485_13324,2017,Australia,Human,,,AUS,1178
485_8251,2015,United Kingdom,Human,Human,Human,GBR,17
485_13017,2017,Australia,Human,,,AUS,4
485_8782,2015,United Kingdom,Human,Human,Human,GBR,518
485_15506,2017,Australia,Human,,,AUS,4
485_5233,2013,Netherlands,Human,Human,Human,NLD,44
485_8899,2013,United Kingdom,Human,Human,Human,GBR,6
485_17815,2013,Brazil,Human,,,BRA,42
485_13118,2017,Australia,Human,,,AUS,30
485_14450,2017,Australia,Human,,,AUS,4
485_487,2014,Canada,Human,Human,Human,CAN,202
485_777,2010,Canada,Human,Human,Human,CAN,11
485_140,2009,USA,Human,Human,Human,USA,35
485_14203,2017,Australia,Human,,,AUS,7
485_15512,2017,Australia,Human,,,AUS,4
485_4452,2013,USA,Human,Human,Human,USA,2
485_142,2009,USA,Human,Human,Human,USA,1
485_17530,2017,Australia,Human,,,AUS,7
485_8350,2013,United Kingdom,Human,Human,Human,GBR,1
485_9242,2016,United Kingdom,Human,Human,Human,GBR,3
485_798,2011,Canada,Human,Human,Human,CAN,597
485_6930,2015,New Zealand,Human,Human,Human,NZL,2
485_4124,2012,USA,Human,Human,Human,USA,6
485_6749,2015,New Zealand,Human,Human,Human,NZL,5
485_8263,2014,United Kingdom,Human,Human,Human,GBR,11
485_17856,2003,USA,Human,,,USA,121
485_5292,2013,Greece,Human,Human,Human,GRC,135
485_13674,2017,Australia,Human,,,AUS,404
485_13567,2017,Australia,Human,,,AUS,1156
485_13019,2017,Australia,Human,,,AUS,416
485_3961,2013,USA,Human,Human,Human,USA,43
485_17650,2017,Australia,Human,,,AUS,17
485_8527,2013,United Kingdom,Human,Human,Human,GBR,2
485_8434,2013,United Kingdom,Human,Human,Human,GBR,562
485_5334,2013,United Kingdom,Human,Human,Human,GBR,1
485_108,2009,USA,Human,Human,Human,USA,1
485_4839,2015,Japan,Human,Human,Human,JPN,40
485_14844,2017,Australia,Human,,,AUS,5
485_279,2009,USA,Human,Human,Human,USA,2
485_128,2010,USA,Human,Human,Human,USA,2
485_17497,2017,Australia,Human,,,AUS,10
485_8428,2015,United Kingdom,Human,Human,Human,GBR,13
485_5234,2013,Netherlands,Human,Human,Human,NLD,9
485_3862,2013,USA,Human,Human,Human,USA,43
485_9597,2015,Japan,Human,Human,Human,JPN,155
485_17740,2001,Japan,Human,,,JPN,29
485_5863,2012,USA,Human,Human,Human,USA,2
485_17846,2011,Poland,Human,,,POL,1
485_16600,2017,Australia,Human,,,AUS,28
485_14957,2017,Australia,Human,,,AUS,24
485_16808,2017,Australia,Human,,,AUS,5
485_8840,2014,United Kingdom,Human,Human,Human,GBR,34
485_17647,2017,Australia,Human,,,AUS,5
485_17459,2017,Australia,Human,,,AUS,5
485_16861,2017,Australia,Human,,,AUS,4
485_5649,2013,France,Human,Human,Human,FRA,2
485_9750,2014,Ireland,Human,Human,Human,IRL,51
485_13005,2017,Australia,Human,,,AUS,8
485_745,2008,Canada,Human,Human,Human,CAN,1
485_4231,2012,USA,Human,Human,Human,USA,2
485_161,2009,USA,Human,Human,Human,USA,1
485_13501,2017,Australia,Human,,,AUS,3
485_13305,2017,Australia,Human,,,AUS,1183
485_17780,2003,Japan,Human,,,JPN,984
485_8429,2014,United Kingdom,Human,Human,Human,GBR,10
485_14318,2017,Australia,Human,,,AUS,9
485_9264,2014,United Kingdom,Human,Human,Human,GBR,31
485_4252,2012,USA,Human,Human,Human,USA,170
485_17688,2017,Australia,Human,,,AUS,7
485_13433,2017,Australia,Human,,,AUS,4
485_9001,2015,United Kingdom,Human,Human,Human,GBR,34
485_8341,2013,United Kingdom,Human,Human,Human,GBR,26
485_9155,2015,United Kingdom,Human,Human,Human,GBR,9
485_14753,2017,Australia,Human,,,AUS,4
485_7028,2015,New Zealand,Human,Human,Human,NZL,52
485_9338,2014,United Kingdom,Human,Human,Human,GBR,6
485_5102,2013,Greece,Human,Human,Human,GRC,113
485_4456,2012,USA,Human,Human,Human,USA,117
485_14885,2017,Australia,Human,,,AUS,2
485_6769,2015,New Zealand,Human,Human,Human,NZL,52
485_13896,2017,Australia,Human,,,AUS,3
485_13302,2017,Australia,Human,,,AUS,10
485_3945,2013,USA,Human,Human,Human,USA,206
485_9577,2015,Japan,Human,Human,Human,JPN,116
485_4492,2013,USA,Human,Human,Human,USA,59
485_9699,2011,Australia,Human,Human,Human,AUS,2
485_13188,2017,Australia,Human,,,AUS,9
485_13828,2017,Australia,Human,,,AUS,13
485_8791,2015,United Kingdom,Human,Human,Human,GBR,332
485_13396,2017,Australia,Human,,,AUS,5
485_595,2014,Canada,Human,Human,Human,CAN,53
485_9743,2014,Australia,Human,Human,Human,AUS,8
485_17606,2017,Australia,Human,,,AUS,24
485_447,2013,USA,Human,Human,Human,USA,2
485_16418,2017,Australia,Human,,,AUS,18
485_9139,2016,United Kingdom,Human,Human,Human,GBR,10
485_9439,2015,United Kingdom,Human,Human,Human,GBR,97
485_5394,2013,United Kingdom,Human,Human,Human,GBR,766
485_191,2010,USA,Human,Human,Human,USA,1
485_4477,2013,USA,Human,Human,Human,USA,1
485_8388,2013,United Kingdom,Human,Human,Human,GBR,3
485_5304,2013,Denmark,Human,Human,Human,DNK,2
485_8249,2014,United Kingdom,Human,Human,Human,GBR,584
485_8908,2014,United Kingdom,Human,Human,Human,GBR,6
485_12883,2017,Australia,Human,,,AUS,9
485_13381,2017,Australia,Human,,,AUS,1171
485_9234,2016,United Kingdom,Human,Human,Human,GBR,1
485_3739,2013,USA,Human,Human,Human,USA,66
485_9305,2016,United Kingdom,Human,Human,Human,GBR,15
485_6985,2015,New Zealand,Human,Human,Human,NZL,79
485_17493,2017,Australia,Human,,,AUS,407
485_13289,2017,Australia,Human,,,AUS,411
485_7949,2015,New Zealand,Human,Human,Human,NZL,5
485_9421,2013,United Kingdom,Human,Human,Human,GBR,37
485_9015,2015,United Kingdom,Human,Human,Human,GBR,11
485_14915,2017,Australia,Human,,,AUS,109
485_5570,2013,Spain,Human,Human,Human,ESP,1
485_543,2010,Canada,Human,Human,Human,CAN,10
485_5298,2013,Denmark,Human,Human,Human,DNK,6
485_3962,2014,USA,Human,Human,Human,USA,908
485_9097,2015,United Kingdom,Human,Human,Human,GBR,73
485_9079,2014,United Kingdom,Human,Human,Human,GBR,46
485_14989,2017,Australia,Human,,,AUS,1065
485_4826,2015,Japan,Human,Human,Human,JPN,846
485_8515,2016,United Kingdom,Human,Human,Human,GBR,2
485_15597,2017,Australia,Human,,,AUS,18
485_9739,2016,Ireland,Human,Human,Human,IRL,1
485_13845,2017,Australia,Human,,,AUS,7
485_713,2005,Canada,Human,Human,Human,CAN,627
485_17855,2009,India,Human,,,IND,1
485_7129,2015,New Zealand,Human,Human,Human,NZL,8
485_8698,2014,United Kingdom,Human,Human,Human,GBR,11
485_256,2009,USA,Human,Human,Human,USA,1
485_5375,2013,United Kingdom,Human,Human,Human,GBR,3
485_187,2009,USA,Human,Human,Human,USA,35
485_14271,2017,Australia,Human,,,AUS,12
485_4315,2012,USA,Human,Human,Human,USA,117
485_17742,2001,Japan,Human,,,JPN,29
485_17483,2017,Australia,Human,,,AUS,7
485_5592,2013,Spain,Human,Human,Human,ESP,722
485_8831,2013,United Kingdom,Human,Human,Human,GBR,6
485_8814,2016,United Kingdom,Human,Human,Human,GBR,10
485_9218,2015,United Kingdom,Human,Human,Human,GBR,19
485_7005,2015,New Zealand,Human,Human,Human,NZL,159
485_16377,2017,Australia,Human,,,AUS,8
485_13543,2017,Australia,Human,,,AUS,4
485_4987,2013,Spain,Human,Human,Human,ESP,16
485_13968,2017,Australia,Human,,,AUS,5
485_4365,2012,USA,Human,Human,Human,USA,334
485_4078,2013,USA,Human,Human,Human,USA,892
485_13252,2017,Australia,Human,,,AUS,4
485_705,2001,Canada,Human,Human,Human,CAN,273
485_14500,2017,Australia,Human,,,AUS,3
485_4429,2012,USA,Human,Human,Human,USA,2
485_16922,2017,Australia,Human,,,AUS,7
485_5460,2013,Portugal,Human,Human,Human,PRT,42
485_4837,2015,Japan,Human,Human,Human,JPN,165
485_3974,2013,USA,Human,Human,Human,USA,25
485_4337,2012,USA,Human,Human,Human,USA,27
485_4054,2012,USA,Human,Human,Human,USA,342
485_13705,2017,Australia,Human,,,AUS,17
485_3625,2014,USA,Human,Human,Human,USA,60
485_17494,2017,Australia,Human,,,AUS,5
485_3876,2013,USA,Human,Human,Human,USA,1
485_15547,2017,Australia,Human,,,AUS,126
485_14740,2017,Australia,Human,,,AUS,176
485_5678,2012,USA,Human,Human,Human,USA,35
485_16553,2017,Australia,Human,,,AUS,84
485_8767,2013,United Kingdom,Human,Human,Human,GBR,10
485_13047,2017,Australia,Human,,,AUS,12
485_9731,2014,Australia,Human,Human,Human,AUS,2
485_759,2009,Canada,Human,Human,Human,CAN,612
485_14453,2017,Australia,Human,,,AUS,4
485_14319,2017,Australia,Human,,,AUS,12
485_15624,2017,Australia,Human,,,AUS,5
485_8501,2013,United Kingdom,Human,Human,Human,GBR,55
485_174,2009,USA,Human,Human,Human,USA,1
485_15015,2017,Australia,Human,,,AUS,5
485_14540,2017,Australia,Human,,,AUS,5
485_218,2010,USA,Human,Human,Human,USA,1
485_3683,2013,USA,Human,Human,Human,USA,2
485_8636,2013,United Kingdom,Human,Human,Human,GBR,11
485_14304,2017,Australia,Human,,,AUS,7
485_5308,2013,Denmark,Human,Human,Human,DNK,6
485_6965,2015,New Zealand,Human,Human,Human,NZL,78
485_9675,2010,Australia,Human,Human,Human,AUS,3
485_9730,2014,Australia,Human,Human,Human,AUS,115
485_5313,2013,Iceland,Human,Human,Human,ISL,776
485_16962,2017,Australia,Human,,,AUS,7
485_15513,2017,Australia,Human,,,AUS,4
485_13731,2017,Australia,Human,,,AUS,7
485_15610,2017,Australia,Human,,,AUS,3
485_13316,2017,Australia,Human,,,AUS,1180
485_13810,2017,Australia,Human,,,AUS,75
485_8406,2014,United Kingdom,Human,Human,Human,GBR,19
485_8914,2015,United Kingdom,Human,Human,Human,GBR,13
485_3778,2013,USA,Human,Human,Human,USA,927
485_17791,2004,Japan,Human,,,JPN,365
485_14328,2017,Australia,Human,,,AUS,5
485_14508,2017,Australia,Human,,,AUS,30
485_13035,2017,Australia,Human,,,AUS,21
485_13340,2017,Australia,Human,,,AUS,4
485_8967,2016,United Kingdom,Human,Human,Human,GBR,11
485_8750,2015,United Kingdom,Human,Human,Human,GBR,37
485_4292,2012,USA,Human,Human,Human,USA,25
485_9385,2015,United Kingdom,Human,Human,Human,GBR,26
485_17575,2017,Australia,Human,,,AUS,397
485_9254,2014,United Kingdom,Human,Human,Human,GBR,50
485_17821,2008,Netherlands,Human,,,NLD,1
485_4969,2013,Spain,Human,Human,Human,ESP,2
485_9133,2014,United Kingdom,Human,Human,Human,GBR,16
485_5562,2013,Spain,Human,Human,Human,ESP,3
485_7692,2015,New Zealand,Human,Human,Human,NZL,5
485_8444,2014,United Kingdom,Human,Human,Human,GBR,11
485_8551,2013,United Kingdom,Human,Human,Human,GBR,19
485_13562,2017,Australia,Human,,,AUS,4
485_284,2010,USA,Human,Human,Human,USA,33
485_4045,2012,USA,Human,Human,Human,USA,27
