Genome ID,amoxicillin,beta-lactam,cefepime,cefotaxime,ceftriaxone,cefuroxime,chloramphenicol,clindamycin,erythromycin,levofloxacin,linezolid,meropenem,penicillin,quinupristin_dalfopristin,tetracycline,trimethoprim_sulfamethoxazole,vancomycin
1313_12986,,S,,,S,,,,,,,,,,,S,
1313_30723,,,,,,,S,,R,,,,R,,S,S,
1313_24943,,,,,,,S,,S,,,,S,,R,S,
1313_25487,,,,,,,,,,,,,S,,,R,
1313_31205,,,,,,,S,,S,,,,S,,R,R,
1313_10899,,R,,,S,,,,,,,,,,,R,
1313_6561,,,,,S,,S,,S,,,,,,S,,
1313_30984,,,,,,,S,,R,,,,R,,R,S,
1313_33882,,,,,,,S,,S,,,,S,,R,S,
1313_20525,,,,,,,S,,S,,,,,,S,S,
1313_32864,,,,,,,,,,,,,R,,R,R,
1313_25309,,,,,,,S,,S,,,,S,,S,S,
1313_27941,,,,,,,S,,S,,,,S,,S,S,
1313_19992,,,,,,,S,,S,,,,R,,S,S,
1313_27169,,,,,,,S,,S,,,,R,,S,R,
1313_24021,,,,,,,S,,S,,,,,,S,S,
1313_12751,,S,,,S,,,,,,,,,,,S,
1313_24808,,,,,,,S,,S,,,,S,,R,S,
1313_11763,,R,,,S,,,,,,,,,,,R,
1313_46926,,,,,R,,S,S,S,S,,,,,S,S,
1313_26499,,,,,,,,,,,,,,,,S,
1313_11109,,R,,,S,,,,,,,,,,,R,
1313_11071,,S,,,S,,,,,,,,,,,S,
1313_8721,,,,,,,S,,S,,,,S,,S,S,
1313_33493,,,,,,,S,,S,,,,S,,S,S,
1313_22031,,,,,,,,,S,,,,S,,S,S,
1313_10332,,R,,,S,,,,,,,,,,,R,
1313_26040,,,,,,,R,,R,,,,S,,R,R,
1313_11581,,R,,,R,,,,,,,,,,,R,
1313_26154,,,,,,,S,,S,,,,S,,R,S,
1313_33426,,,,,,,S,,R,,,,R,,R,R,
1313_33939,,,,,,,S,,S,,,,S,,R,R,
1313_31854,,,,,,,R,,S,,,,S,,R,R,
1313_20041,,,,,,,R,,S,,,,,,R,R,
1313_47072,,,,,S,,S,R,R,S,,,,,R,S,
1313_47052,,,,,S,,S,S,S,S,,,,,S,S,
1313_9303,,,,,,,S,,R,,,,S,,R,R,
1313_32912,,,,,,,,,S,,,,S,,R,,
1313_23166,,,,,,,,,S,,,,S,,,,
1313_11258,,R,,,S,,,,,,,,,,,R,
1313_31783,,,,,,,S,,S,,,,S,,S,S,
1313_30195,,,,,,,,,R,,,,S,,,,
1313_34206,,,,,,,S,,R,,,,S,,,S,
1313_46878,,,,,S,,S,S,S,S,,,,,S,R,
1313_34341,,,,,,,R,,R,,,,R,,R,R,
1313_32382,,,,,,,,,S,,,,S,,R,R,
1313_24727,,,,,,,S,,S,,,,S,,R,,
1313_31049,,,,,,,S,,S,,,,S,,R,R,
1313_31903,,,,,,,S,,S,,,,S,,S,S,
1313_31912,,,,,,,S,,S,,,,S,,S,S,
1313_13056,,S,,,S,,,,,,,,,,,S,
1313_32098,,,,,,,S,,S,,,,R,,R,,
1313_26656,,,,,,,S,,S,,,,S,,R,S,
1313_10219,,R,,,S,,,,,,,,,,,S,
1313_23511,,,,,,,S,,S,,,,S,,S,R,
1313_47040,,,,,S,,S,S,S,S,,,,,S,R,
1313_12183,,S,,,S,,,,,,,,,,,R,
1313_31653,,,,,,,R,,,,,,,,S,,
1313_11142,,S,,,S,,,,,,,,,,,R,
1313_26589,,,,,,,S,,S,,,,S,,R,R,
1313_34144,,,,,,,S,,S,,,,S,,S,S,
1313_20479,,,,,,,S,,S,,,,,,,,
1313_31312,,,,,,,S,,S,,,,,,S,R,
1313_47042,,,,,S,,S,S,R,S,,,,,R,R,
1313_33435,,,,,,,S,,R,,,,S,,S,R,
1313_6015,,,,S,,,S,,,,,,,,R,,
1313_25013,,,,,,,,,,,,,,,,S,
1313_25540,,,,,,,,,,,,,S,,,S,
1313_11052,,S,,,S,,,,,,,,,,,R,
1313_11558,,S,,,S,,,,,,,,,,,R,
1313_26688,,,,,,,,,R,,,,R,,S,R,
1313_24692,,,,,,,S,,S,,,,,,R,,
1313_30317,,,,,,,,,S,,,,R,,S,,
1313_29958,,,,,,,S,,S,,,,S,,S,R,
1313_23857,,,,,,,S,,S,,,,,,R,R,
1313_33270,,,,,,,S,,S,,,,S,,R,S,
1313_10502,,R,,,S,,,,,,,,,,,R,
1313_11537,,S,,,S,,,,,,,,,,,R,
1313_33247,,,,,,,,,S,,,,S,,R,R,
1313_27061,,,,,,,S,,S,,,,S,,R,S,
1313_30138,,,,,,,S,,S,,,,S,,S,R,
1313_30927,,,,,,,S,,S,,,,R,,S,R,
1313_17429,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_27130,,,,,,,S,,S,,,,S,,R,R,
1313_32843,,,,,,,S,,S,,,,S,,S,R,
1313_32195,,,,,,,R,,S,,,,R,,R,R,
1313_30848,,,,,,,S,,S,,,,S,,S,S,
1313_12057,,S,,,S,,,,,,,,,,,R,
1313_30474,,,,,,,R,,S,,,,S,,R,,
1313_30738,,,,,,,S,,R,,,,S,,R,R,
1313_12486,,S,,,S,,,,,,,,,,,R,
1313_33795,,,,,,,R,,R,,,,S,,R,R,
1313_31090,,,,,,,S,,S,,,,,,S,S,
1313_32321,,,,,,,,,,,,,R,,,R,
1313_32638,,,,,,,S,,R,,,,R,,R,R,
1313_6342,,,,,,,S,,S,,,,,,S,,
1313_27360,,,,,,,S,,S,,,,R,,S,R,
1313_47207,,,,,R,,S,R,R,S,,,,,R,R,
1313_20702,,,,,,,S,,S,,,,R,,S,S,
1313_25807,,,,,,,S,,R,,,,R,,R,,
1313_30844,,,,,,,S,,S,,,,S,,S,S,
1313_12361,,R,,,S,,,,,,,,,,,R,
1313_11198,,R,,,S,,,,,,,,,,,R,
1313_33060,,,,,,,,,,,,,S,,R,R,
1313_32757,,,,,,,S,,S,,,,S,,R,R,
1313_47117,,,,,S,,S,S,S,S,,,,,S,S,
1313_27736,,,,,,,S,,,,,,,,R,,
1313_27112,,,,,,,S,,S,,,,S,,R,R,
1313_13864,,,,,S,,,,,,,,S,,,,
1313_5578,,,,S,,,,,R,,,,,,R,,
1313_31279,,,,,,,S,,S,,,,S,,S,R,
1313_24669,,,,,,,S,,S,,,,,,S,,
1313_10228,,S,,,S,,,,,,,,,,,R,
1313_31214,,,,,,,S,,S,,,,S,,R,R,
1313_25145,,,,,,,,,,,,,S,,,R,
1313_33813,,,,,,,S,,S,,,,S,,R,S,
1313_28034,,,,,,,R,,S,,,,S,,R,R,
1313_6236,,,,,S,,,,S,,,,,,S,,
1313_22651,,,,,,,,,S,,,,S,,S,,
1313_10240,,,,,R,,,,,,,,,,,R,
1313_34367,,,,,,,R,,R,,,,R,,,,
1313_7006,R,,,R,R,,S,R,R,S,S,S,R,,R,R,S
1313_6377,,,,,,,R,,S,,,,R,,R,,
1313_5942,,,,S,,,S,,,,,,,,R,,
1313_25860,,,,,,,,,,,,,,,,R,
1313_29756,,,,,,,,,S,,,,S,,S,S,
1313_6949,,,,,,,,,,,S,,,S,,,
1313_10870,,R,,,S,,,,,,,,,,,R,
1313_12903,,S,,,S,,,,,,,,,,,R,
1313_25886,,,,,,,R,,R,,,,S,,R,R,
1313_30391,,,,,,,S,,S,,,,R,,S,R,
1313_10896,,R,,,S,,,,,,,,,,,R,
1313_11622,,S,,,S,,,,,,,,,,,R,
1313_26975,,,,,,,S,,S,,,,R,,S,S,
1313_30694,,,,,,,S,,S,,,,R,,S,S,
1313_30709,,,,,,,S,,R,,,,S,,S,S,
1313_25743,,,,,,,,,,,,,R,,,R,
1313_17366,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_23682,,,,,,,S,,S,,,,R,,R,R,
1313_26556,,,,,,,S,,S,,,,S,,R,R,
1313_27329,,,,,,,S,,S,,,,S,,R,R,
1313_31784,,,,,,,S,,S,,,,S,,S,S,
1313_24999,,,,,,,,,,,,,,,,S,
1313_31594,,,,,,,,,R,,,,S,,,,
1313_30496,,,,,,,,,R,,,,S,,,,
1313_31016,,,,,,,S,,S,,,,,,S,S,
1313_25195,,,,,,,,,,,,,R,,,R,
1313_22975,,,,,,,S,,R,,,,R,,R,,
1313_32228,,,,,,,S,,S,,,,S,,R,S,
1313_32450,,,,,,,S,,S,,,,S,,R,S,
1313_30750,,,,,,,S,,S,,,,S,,S,S,
1313_20713,,,,,,,S,,S,,,,,,S,S,
1313_8599,,,,,,,S,,S,,,,S,,S,S,
1313_17323,,,S,S,S,,,S,R,,,S,S,,S,S,
1313_24523,,,,,,,S,,R,,,,S,,R,R,
1313_24491,,,,,,,,,R,,,,S,,R,,
1313_11703,,R,,,S,,,,,,,,,,,R,
1313_32313,,,,,,,,,,,,,S,,,R,
1313_11679,,R,,,S,,,,,,,,,,,R,
1313_31168,,,,,,,S,,S,,,,,,R,R,
1313_24386,,,,,,,S,,S,,,,S,,S,S,
1313_17357,,,,,,,,S,S,,,,S,,S,S,
1313_46679,,,,,R,,S,S,R,S,,,,,S,S,
1313_6444,,,,,S,,S,,S,,,,,,S,,
1313_33868,,,,,,,S,,S,,,,S,,R,S,
1313_20260,,,,,,,S,,S,,,,S,,S,R,
1313_27458,,,,,,,S,,S,,,,S,,S,S,
1313_30575,,,,,,,,,S,,,,S,,,,
1313_25509,,,,,,,,,,,,,S,,,S,
1313_17002,,,S,S,S,,,S,S,,,S,,,S,S,
1313_32464,,,,,,,S,,R,,,,R,,R,R,
1313_23434,,,,,,,S,,S,,,,S,,S,R,
1313_34230,,,,,,,S,,R,,,,S,,S,S,
1313_22620,,,,,,,,,S,,,,S,,R,R,
1313_28035,,,,,,,S,,S,,,,S,,,,
1313_10742,,S,,,S,,,,,,,,,,,R,
1313_27106,,,,,,,S,,S,,,,R,,R,R,
1313_25552,,,,,,,S,,S,,,,S,,R,R,
1313_20987,,,,,,,S,,S,,,,S,,S,R,
1313_11076,,S,,,S,,,,,,,,,,,R,
1313_25578,,,,,,,S,,S,,,,S,,R,R,
1313_12065,,S,,,S,,,,,,,,,,,R,
1313_10171,,S,,,S,,,,,,,,,,,S,
1313_25943,,,,,,,,,S,,,,S,,R,,
1313_11239,,S,,,S,,,,,,,,,,,R,
1313_11691,,R,,,S,,,,,,,,,,,R,
1313_30534,,,,,,,,,R,,,,S,,,,
1313_25062,,,,,,,,,,,,,,,,R,
1313_30375,,,,,,,S,,S,,,,S,,R,,
1313_5846,,,,,,,R,,R,,,,,,R,,
1313_26413,,,,,,,,,,,,,S,,,R,
1313_17337,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_13059,,R,,,,,,,,,,,,,,R,
1313_33730,,,,,,,S,,S,,,,S,,R,R,
1313_9361,,,,,,,S,,S,,,,S,,S,R,
1313_27155,,,,,,,S,,S,,,,S,,R,S,
1313_30987,,,,,,,S,,S,,,,S,,R,S,
1313_31697,,,,,,,S,,S,,,,S,,S,S,
1313_21716,,,,,,,,,S,,,,S,,R,S,
1313_23431,,,,,,,S,,S,,,,S,,S,R,
1313_46817,,,,,R,,S,S,R,S,,,,,R,R,
1313_33948,,,,,,,R,,S,,,,S,,R,R,
1313_13055,,S,,,,,,,,,,,,,,S,
1313_27023,,,,,,,S,,S,,,,S,,R,S,
1313_26617,,,,,,,S,,S,,,,S,,R,S,
1313_23547,,,,,,,S,,R,,,,R,,R,R,
1313_26815,,,,,,,S,,R,,,,S,,R,R,
1313_32059,,,,,,,S,,S,,,,S,,R,S,
1313_30563,,,,,,,,,R,,,,S,,,,
1313_30215,,,,,,,,,S,,,,S,,,,
1313_34235,,,,,,,S,,R,,,,S,,S,S,
1313_10058,,R,,,S,,,,,,,,,,,R,
1313_27935,,,,,,,S,,R,,,,S,,S,S,
1313_46879,,,,,S,,S,S,S,S,,,,,S,S,
1313_33297,,,,,,,S,,S,,,,R,,R,R,
1313_24603,,,,,,,S,,S,,,,R,,R,R,
1313_31459,,,,,,,S,,S,,,,,,R,R,
1313_26942,,,,,,,S,,S,,,,S,,S,S,
1313_22115,,,,,,,,,S,,,,S,,S,S,
1313_27297,,,,,,,S,,S,,,,S,,R,R,
1313_8879,,,,,,,S,,R,,,,R,,R,R,
1313_32403,,,,,,,,,,,,,,,,S,
1313_10322,,R,,,S,,,,,,,,,,,R,
1313_26633,,,,,,,S,,S,,,,S,,R,R,
1313_28022,,,,,,,S,,S,,,,S,,R,R,
1313_32344,,,,,,,,,,,,,S,,,R,
1313_27037,,,,,,,S,,R,,,,S,,R,R,
1313_30032,,,,,,,,,S,,,,S,,R,R,
1313_12875,,R,,,S,,,,,,,,,,,R,
1313_31827,,,,,,,S,,S,,,,S,,S,S,
1313_20163,,,,,,,S,,S,,,,,,S,S,
1313_21050,,,,,,,S,,S,,,,R,,S,S,
1313_25724,,,,,,,S,,S,,,,R,,R,R,
1313_33556,,,,,,,S,,R,,,,R,,R,R,
1313_10804,,S,,,S,,,,,,,,,,,R,
1313_25765,,,,,,,,,,,,,,,,R,
1313_27036,,,,,,,S,,S,,,,R,,R,R,
1313_29891,,,,,,,R,,S,,,,S,,R,S,
1313_31125,,,,,,,S,,S,,,,S,,S,R,
1313_11897,,R,,,S,,,,,,,,,,,R,
1313_23461,,,,,,,S,,S,,,,S,,S,S,
1313_24368,,,,,,,S,,S,,,,S,,S,S,
1313_24584,,,,,,,S,,S,,,,R,,R,R,
1313_8231,,,,,,,S,,S,,,,S,,S,R,
1313_7000,,,,,,,,,,,S,,,S,,,
1313_23661,,,,,,,S,,R,,,,S,,R,R,
1313_23612,,,,,,,S,,R,,,,R,,S,R,
1313_22132,,,,,,,,,S,,,,S,,S,R,
1313_32714,,,,,,,,,,,,,,,,S,
1313_23202,,,,,,,,,R,,,,S,,,,
1313_32149,,,,,,,S,,S,,,,R,,R,R,
1313_10323,,S,,,S,,,,,,,,,,,R,
1313_46551,,,,,R,,S,S,R,S,,,,,S,S,
1313_13021,,R,,,S,,,,,,,,,,,R,
1313_17359,,,,,,,,S,S,,,,S,,S,S,
1313_25855,,,,,,,,,S,,,,R,,R,R,
1313_31778,,,,,,,S,,R,,,,S,,S,R,
1313_30869,,,,,,,S,,S,,,,S,,S,R,
1313_23473,,,,,,,S,,S,,,,S,,S,R,
1313_31136,,,,,,,S,,S,,,,,,R,R,
1313_30654,,,,,,,S,,S,,,,,,,R,
1313_27339,,,,,,,S,,S,,,,R,,S,R,
1313_11293,,R,,,S,,,,,,,,,,,R,
1313_32480,,,,,,,S,,R,,,,R,,R,R,
1313_25016,,,,,,,,,,,,,,,,S,
1313_21517,,,,,,,,,S,,,,S,,S,S,
1313_30845,,,,,,,S,,S,,,,S,,S,S,
1313_30408,,,,,,,S,,S,,,,S,,R,R,
1313_31848,,,,,,,S,,S,,,,S,,S,S,
1313_9431,,,,,,,S,,S,,,,S,,S,S,
1313_23665,,,,,,,S,,S,,,,,,S,S,
1313_46959,,,,,S,,S,S,S,S,,,,,S,R,
1313_11182,,S,,,S,,,,,,,,,,,S,
1313_30098,,,,,,,S,,S,,,,S,,R,R,
1313_31816,,,,,,,,,S,,,,,,R,,
1313_31790,,,,,,,S,,S,,,,S,,S,S,
1313_30155,,,,,,,,,R,,,,S,,,,
1313_9320,,,,,,,S,,R,,,,S,,S,S,
1313_22656,,,,,,,,,R,,,,S,,R,,
1313_32434,,,,,,,R,,R,,,,R,,R,,
1313_11804,,S,,,S,,,,,,,,,,,S,
1313_26476,,,,,,,S,,S,,,,S,,R,R,
1313_24911,,,,,,,S,,S,,,,R,,R,R,
1313_10409,,S,,,S,,,,,,,,,,,S,
1313_20784,,,,,,,S,,S,,,,,,R,S,
1313_32163,,,,,,,S,,R,,,,R,,R,R,
1313_32215,,,,,,,R,,R,,,,R,,R,R,
1313_33395,,,,,,,S,,S,,,,S,,S,S,
1313_33388,,,,,,,S,,S,,,,S,,S,S,
1313_26065,,,,,,,R,,R,,,,R,,R,R,
1313_5982,,,,,,,R,,R,,,,,,R,,
1313_27951,,,,,,,S,,R,,,,S,,S,S,
1313_22862,,,,,,,S,,S,,,,S,,S,R,
1313_33478,,,,,,,S,,S,,,,S,,S,S,
1313_24390,,,,,,,S,,R,,,,R,,R,R,
1313_46617,,,,,S,,S,S,S,S,,,,,S,S,
1313_34321,,,,,,,R,,,,,,R,,,,
1313_31909,,,,,,,S,,S,,,,S,,S,S,
1313_24557,,,,,,,S,,S,,,,S,,S,S,
1313_7669,,,,,,,S,,R,,,,R,,R,R,
1313_46660,,,,,R,,S,S,R,S,,,,,S,R,
1313_26509,,,,,,,S,,S,,,,S,,R,R,
1313_11894,,R,,,S,,,,,,,,,,,R,
1313_26034,,,,,,,,,,,,,S,,,R,
760859_3,R,,,R,R,R,S,S,R,S,S,R,R,S,S,R,S
1313_31202,,,,,,,S,,S,,,,,,R,R,
1313_33900,,,,,,,S,,R,,,,R,,R,R,
1313_33850,,,,,,,,,R,,,,S,,R,R,
1313_24034,,,,,,,S,,S,,,,S,,S,S,
1313_27082,,,,,,,,,R,,,,R,,R,R,
1313_27293,,,,,,,S,,S,,,,R,,S,R,
1313_6205,,,,R,,,R,,R,,,,,,,,
1313_6211,,,,,S,,,,S,,,,,,S,,
1313_47163,,,,,R,,S,S,S,S,,,,,S,S,
1313_27056,,,,,,,S,,S,,,,S,,R,R,
1313_12747,,R,,,S,,,,,,,,,,,R,
1313_25638,,,,,,,,,,,,,S,,,R,
1313_20459,,,,,,,R,,S,,,,,,R,R,
1313_28026,,,,,,,R,,S,,,,S,,R,S,
1313_46798,,,,,R,,S,R,R,S,,,,,R,R,
1313_8609,,,,,,,S,,S,,,,S,,R,S,
1313_22955,,,,,,,S,,S,,,,R,,R,,
1313_11132,,S,,,S,,,,,,,,,,,R,
1313_27461,,,,,,,S,,S,,,,S,,S,S,
1313_25458,,,,,,,,,,,,,,,R,R,
1313_12488,,R,,,S,,,,,,,,,,,R,
1313_22098,,,,,,,,,S,,,,R,,S,R,
1313_24332,,,,,,,S,,S,,,,S,,S,S,
1313_46536,,,,,S,,S,S,S,S,,,,,S,S,
1313_10013,,S,,,S,,,,,,,,,,,S,
1313_33808,,,,,,,S,,S,,,,S,,R,S,
1313_10523,,S,,,S,,,,,,,,,,,S,
1313_29835,,,,,,,,,S,,,,S,,S,S,
1313_27102,,,,,,,S,,S,,,,S,,R,S,
1313_32405,,,,,,,,,R,,,,S,,R,R,
1313_26347,,,,,,,S,,S,,,,,,R,,
1313_46907,,,,,S,,S,R,R,S,,,,,R,R,
1313_25011,,,,,,,,,,,,,S,,,R,
1313_11628,,R,,,S,,,,,,,,,,,R,
1313_20343,,,,,,,S,,S,,,,,,R,S,
1313_12602,,S,,,S,,,,,,,,,,,R,
1313_27019,,,,,,,S,,S,,,,S,,R,S,
1313_32573,,,,,,,,,,,,,,,,S,
1313_17360,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_47210,,,,,S,,S,R,R,S,,,,,S,S,
1313_24042,,,,,,,S,,S,,,,S,,R,S,
1313_24636,,,,,,,S,,S,,,,S,,R,R,
1313_31037,,,,,,,S,,S,,,,,,S,R,
1313_6272,,,,,,,R,,R,,,,R,,R,,
1313_13024,,R,,,S,,,,,,,,,,,R,
1313_12483,,S,,,S,,,,,,,,,,,R,
1313_26416,,,,,,,,,R,,,,R,,R,S,
1313_23230,,,,,,,,,S,,,,S,,,,
1313_10242,,R,,,S,,,,,,,,,,,R,
1313_30367,,,,,,,R,,S,,,,R,,R,,
1313_42022,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_24055,,,,,,,S,,S,,,,R,,R,R,
1313_31082,,,,,,,S,,R,,,,,,R,S,
1313_25266,,,,,,,R,,R,,,,R,,R,,
1313_23418,,,,,,,S,,R,,,,S,,S,R,
1313_23781,,,,,,,S,,S,,,,S,,R,R,
1313_12606,,S,,,S,,,,,,,,,,,R,
1313_30852,,,,,,,S,,S,,,,S,,S,R,
1313_8946,,,,,,,S,,S,,,,S,,S,S,
1313_42006,,,S,S,S,,,S,R,,,S,S,,S,S,
1313_24531,,,,,,,R,,R,,,,S,,S,S,
1313_10624,,S,,,S,,,,,,,,,,,S,
1313_27018,,,,,,,S,,S,,,,S,,R,S,
760842_3,S,,,S,S,,R,R,R,S,S,S,S,S,R,S,S
1313_31310,,,,,,,S,,R,,,,S,,R,R,
1313_25216,,,,,,,,,,,,,R,,,R,
1313_11262,,S,,,S,,,,,,,,,,,R,
1313_25331,,,,,,,S,,S,,,,R,,R,S,
1313_46890,,,,,S,,S,S,R,S,,,,,S,S,
1313_25284,,,,,,,S,,R,,,,S,,R,R,
1313_31727,,,,,,,S,,R,,,,S,,S,R,
1313_25957,,,,,,,,,S,,,,S,,S,,
1313_23666,,,,,,,S,,R,,,,,,R,S,
1313_10245,,S,,,S,,,,,,,,,,,S,
1313_31871,,,,,,,,,R,,,,S,,R,,
1313_20553,,,,,,,S,,S,,,,,,S,R,
1313_12487,,S,,,S,,,,,,,,,,,R,
1313_20348,,,,,,,S,,S,,,,,,S,S,
1313_8942,,,,,,,S,,S,,,,S,,S,S,
1313_25814,,,,,,,S,,S,,,,S,,S,S,
1313_27180,,,,,,,S,,S,,,,S,,S,S,
1313_23483,,,,,,,S,,R,,,,S,,S,R,
1313_11479,,R,,,S,,,,,,,,,,,R,
1313_33553,,,,,,,S,,S,,,,S,,S,R,
1313_11401,,S,,,S,,,,,,,,,,,R,
1313_46714,,,,,S,,S,S,R,S,,,,,S,S,
1313_6416,,,,S,,,S,,,,,,,,R,,
1313_23816,,,,,,,S,,S,,,,,,S,R,
1313_46998,,,,,S,,S,S,S,S,,,,,S,S,
1313_10572,,R,,,S,,,,,,,,,,,R,
1313_22112,,,,,,,,,S,,,,S,,S,S,
1313_32626,,,,,,,,,,,,,,,,S,
1313_31742,,,,,,,S,,S,,,,S,,S,R,
1313_46944,,,,,S,,S,R,R,S,,,,,R,R,
1313_31817,,,,,,,,,R,,,,S,,,,
1313_30826,,,,,,,S,,S,,,,S,,S,R,
1313_31302,,,,,,,S,,S,,,,,,R,R,
1313_24756,,,,,,,S,,S,,,,S,,S,,
1313_9017,,,,,,,S,,R,,,,S,,S,S,
1313_47104,,,,,S,,R,R,R,S,,,,,R,R,
1313_31241,,,,,,,S,,S,,,,,,R,R,
1313_20032,,,,,,,R,,S,,,,,,R,R,
1313_47157,,,,,S,,S,S,R,S,,,,,S,R,
1313_46833,,,,,R,,S,R,R,S,,,,,R,R,
1313_30680,,,,,,,R,,R,,,,,,,R,
1313_32620,,,,,,,S,,R,,,,R,,R,R,
1313_31201,,,,,,,S,,S,,,,,,S,R,
1313_31166,,,,,,,S,,S,,,,,,S,R,
1313_20487,,,,,,,S,,S,,,,R,,S,R,
1313_33574,,,,,,,S,,S,,,,S,,R,S,
1313_25086,,,,,,,,,,,,,,,,S,
1313_25501,,,,,,,,,,,,,R,,,S,
1313_23140,,,,,,,,,R,,,,R,,,,
1313_20696,,,,,,,S,,S,,,,R,,S,S,
1313_26484,,,,,,,,,,,,,R,,,R,
1313_26140,,,,,,,S,,R,,,,S,,R,R,
1313_31639,,,,,,,R,,S,,,,,,R,,
1313_5455,,,,,S,,,,S,,,,,,,,
1313_31490,,,,,,,S,,S,,,,S,,S,R,
1313_8303,,,,,,,S,,R,,,,R,,S,R,
1313_24510,,,,,,,S,,R,,,,R,,S,R,
1313_26817,,,,,,,S,,S,,,,S,,R,S,
1313_47212,,,,,S,,S,S,S,S,,,,,S,S,
1313_10274,,R,,,S,,,,,,,,,,,R,
1313_32235,,,,,,,S,,S,,,,S,,R,S,
1313_31029,,,,,,,S,,S,,,,,,S,S,
1313_32155,,,,,,,S,,S,,,,R,,R,S,
1313_25304,,,,,,,S,,S,,,,S,,S,S,
1313_24062,,,,,,,S,,S,,,,S,,R,S,
1313_27100,,,,,,,,,,,,,R,,,R,
1313_12888,,R,,,S,,,,,,,,,,,R,
1313_5880,,,,,S,,S,,S,,,,,,S,,
1313_32658,,,,,,,,,,,,,,,,S,
1313_22730,,,,,,,,,R,,,,S,,,,
1313_26944,,,,,,,S,,S,,,,S,,S,R,
1313_21793,,,,,,,,,S,,,,S,,S,R,
1313_47204,,,,,S,,S,S,S,S,,,,,S,S,
1313_11047,,S,,,S,,,,,,,,,,,S,
1313_24931,,,,,,,S,,S,,,,S,,R,S,
1313_5948,,,,,S,,,,R,,,,,,,,
1313_33863,,,,,,,R,,S,,,,S,,R,R,
1313_30968,,,,,,,S,,S,,,,S,,S,R,
1313_33903,,,,,,,S,,S,,,,S,,S,S,
1313_17333,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_31709,,,,,,,S,,R,,,,R,,S,R,
1313_8229,,,,,,,S,,S,,,,S,,S,S,
1313_24564,,,,,,,S,,S,,,,S,,S,R,
1313_20975,,,,,,,S,,S,,,,,,S,R,
1313_5734,,,,R,,,,,R,,,,,,,,
1313_11103,,S,,,S,,,,,,,,,,,R,
1313_12298,,,,,S,,,,,,,,,,,,
1313_27221,,,,,,,S,,S,,,,S,,S,S,
1313_34153,,,,,,,S,,S,,,,S,,S,S,
1313_5749,,,,,S,,,,S,,,,,,,,
1313_6765,,,,S,,,S,,,,,,,,R,,
1313_12519,,S,,,S,,,,,,,,,,,R,
1313_27306,,,,,,,S,,S,,,,S,,R,R,
1313_25647,,,,,,,S,,R,,,,S,,R,R,
1313_24846,,,,,,,S,,R,,,,R,,R,R,
1313_17443,,,,,,,,S,S,,,,S,,S,S,
1313_22018,,,,,,,,,S,,,,S,,S,S,
1313_47071,,,,,S,,S,S,S,S,,,,,S,R,
1313_10552,,R,,,S,,,,,,,,,,,R,
1313_30314,,,,,,,,,S,,,,S,,,,
1313_31975,,,,,,,R,,R,,,,S,,R,R,
1313_33434,,,,,,,S,,S,,,,S,,S,S,
1313_12962,,R,,,S,,,,,,,,,,,R,
1313_33909,,,,,,,S,,S,,,,S,,S,S,
1313_10394,,S,,,S,,,,,,,,,,,R,
1313_31492,,,,,,,S,,S,,,,S,,S,S,
1313_31753,,,,,,,S,,R,,,,R,,S,R,
1313_30096,,,,,,,S,,S,,,,S,,R,S,
1313_22518,,,,,,,S,,S,,,,S,,S,S,
1313_23058,,,,,,,S,,R,,,,R,,R,R,
1313_5499,,,,,,,,,R,,,,R,,,,
1313_33372,,,,,,,S,,S,,,,S,,R,S,
1313_23998,,,,,,,S,,S,,,,,,R,S,
1313_23569,,,,,,,S,,S,,,,S,,S,S,
1313_5825,,,,,S,,,,S,,,,,,,,
1313_5577,,,,S,,,S,,,,,,,,R,,
1313_24070,,,,,,,S,,R,,,,S,,R,R,
1313_26138,,,,,,,S,,S,,,,S,,R,S,
1313_10300,,S,,,S,,,,,,,,,,,R,
1313_12529,,S,,,S,,,,,,,,,,,S,
1313_31218,,,,,,,S,,S,,,,,,R,R,
1313_33653,,,,,,,S,,S,,,,S,,S,S,
1313_27285,,,,,,,S,,S,,,,S,,R,S,
1313_34342,,,,,,,R,,R,,,,R,,R,R,
1313_26585,,,,,,,S,,S,,,,S,,R,R,
1313_10813,,R,,,S,,,,,,,,,,,R,
1313_24598,,,,,,,S,,S,,,,S,,R,S,
1313_26898,,,,,,,S,,S,,,,S,,S,S,
1313_24068,,,,,,,S,,S,,,,,,R,R,
1313_10026,,S,,,S,,,,,,,,,,,R,
1313_32503,,,,,,,S,,S,,,,S,,R,S,
1313_23740,,,,,,,S,,S,,,,S,,R,R,
1313_33087,,,,,,,S,,S,,,,S,,R,S,
1313_20091,,,,,,,S,,S,,,,,,R,R,
1313_11247,,S,,,S,,,,,,,,,,,R,
1313_33816,,,,,,,S,,S,,,,S,,S,S,
1313_32416,,,,,,,R,,R,,,,R,,R,,
1313_24889,,,,,,,S,,S,,,,S,,R,R,
1313_12786,,R,,,S,,,,,,,,,,,R,
