Genome ID,amoxicillin,beta-lactam,cefepime,cefotaxime,ceftriaxone,cefuroxime,chloramphenicol,clindamycin,erythromycin,levofloxacin,linezolid,meropenem,penicillin,quinupristin_dalfopristin,tetracycline,trimethoprim_sulfamethoxazole,vancomycin
1313_46625,,,,,S,,S,S,S,S,,,,,S,S,
1313_33269,,,,,,,S,,S,,,,S,,R,S,
1313_26679,,,,,,,S,,S,,,,S,,R,S,
1313_10416,,R,,,S,,,,,,,,,,,R,
1313_26632,,,,,,,S,,S,,,,S,,R,S,
1313_23327,,,,,,,S,,S,,,,,,,R,
1313_24841,,,,,,,S,,S,,,,S,,R,S,
1313_24025,,,,,,,S,,S,,,,,,S,R,
1313_5695,,,,,,,R,,R,,,,,,R,,
1313_12416,,R,,,S,,,,,,,,,,,R,
1313_20982,,,,,,,S,,S,,,,,,S,R,
1313_25305,,,,,,,S,,S,,,,S,,S,S,
1313_34372,,,,,,,R,,R,,,,S,,,,
1313_34356,,,,,,,R,,R,,,,S,,,,
1313_30716,,,,,,,S,,R,,,,S,,R,R,
1313_32687,,,,,,,S,,S,,,,S,,S,,
1313_23707,,,,,,,S,,R,,,,S,,R,S,
1313_27927,,,,,,,S,,S,,,,S,,S,S,
1313_24605,,,,,,,S,,S,,,,S,,R,R,
1313_27270,,,,,,,R,,S,,,,S,,R,R,
1313_27921,,,,,,,S,,R,,,,R,,S,R,
1313_12553,,R,,,S,,,,,,,,,,,R,
1313_32262,,,,,,,,,S,,,,R,,R,R,
1313_13866,,,,,S,,,,,,,,S,,,,
1313_33086,,,,,,,,,,,,,,,,S,
1313_25256,,,,,,,S,,R,,,,R,,S,,
1313_25370,,,,,,,S,,S,,,,S,,S,S,
1313_34360,,,,,,,S,,R,,,,S,,,,
1313_30915,,,,,,,S,,S,,,,S,,S,S,
1313_23030,,,,,,,S,,R,,,,R,,R,,
1313_47179,,,,,S,,S,S,S,S,,,,,S,S,
1313_8628,,,,,,,R,,R,,,,R,,R,S,
1313_26912,,,,,,,S,,S,,,,S,,S,R,
760855_3,S,,,R,R,R,S,S,R,S,S,R,R,S,R,R,S
1313_12435,,S,,,S,,,,,,,,,,,R,
1313_30181,,,,,,,,,R,,,,S,,,,
1313_25151,,,,,,,S,,R,,,,R,,R,,
1313_30340,,,,,,,R,,R,,,,R,,R,,
1313_22737,,,,,,,,,R,,,,S,,,,
1313_31126,,,,,,,S,,S,,,,,,R,R,
1313_29830,,,,,,,,,S,,,,S,,S,S,
1313_20232,,,,,,,S,,S,,,,,,S,S,
1313_33721,,,,,,,,,,,,,,,,S,
1313_17425,,,,,,,,S,S,,,,S,,S,S,
1313_26418,,,,,,,,,R,,,,,,R,R,
1313_27944,,,,,,,S,,R,,,,S,,S,S,
1313_22237,,,,,,,S,,R,,,,S,,R,R,
1313_5725,,,,S,,,S,,,,,,,,R,,
1313_25935,,,,,,,,,S,,,,S,,S,,
1313_32019,,,,,,,S,,S,,,,S,,S,R,
1313_9977,,S,,,S,,,,,,,,,,,R,
1313_25899,,,,,,,,,,,,,,,,R,
1313_30369,,,,,,,R,,S,,,,R,,R,,
1313_27304,,,,,,,S,,S,,,,S,,R,R,
1313_27113,,,,,,,S,,S,,,,S,,R,S,
1313_22509,,,,,,,R,,S,,,,S,,R,R,
1313_12125,,R,,,S,,,,,,,,,,,R,
1313_31767,,,,,,,S,,R,,,,R,,S,R,
1313_30612,,,,,,,,,S,,,,S,,R,R,
1313_46954,,,,,R,,S,R,R,S,,,,,R,R,
1313_11682,,R,,,S,,,,,,,,,,,R,
1313_25581,,,,,,,,,,,,,S,,,R,
1313_33119,,,,,,,S,,S,,,,S,,R,S,
1313_24410,,,,,,,,,S,,,,S,,R,,
1313_24050,,,,,,,S,,S,,,,,,R,S,
1313_24948,,,,,,,S,,S,,,,S,,R,S,
760838_3,S,,,S,S,R,S,S,R,S,S,R,R,S,S,S,S
1313_23008,,,,,,,,,R,,,,R,,,,
1313_10125,,R,,,S,,,,,,,,,,,R,
1313_28055,,,,,,,R,,S,,,,S,,,,
1313_20327,,,,,,,S,,R,,,,R,,S,R,
1313_25232,,,,,,,S,,S,,,,S,,R,,
1313_46905,,,,,S,,S,S,S,S,,,,,S,R,
1313_24573,,,,,,,S,,R,,,,S,,S,S,
1313_33074,,,,,,,,,S,,,,S,,R,R,
1313_26075,,,,,,,,,,,,,S,,,S,
1313_46575,,,,,S,,S,S,R,S,,,,,S,S,
1313_20095,,,,,,,S,,S,,,,S,,S,S,
1313_8625,,,,,,,S,,R,,,,R,,R,R,
1313_17395,,,S,S,S,,,S,R,,,S,S,,S,S,
1313_11007,,S,,,S,,,,,,,,,,,R,
1313_33432,,,,,,,R,,R,,,,R,,R,R,
1313_24535,,,,,,,R,,S,,,,S,,S,S,
1313_30948,,,,,,,S,,S,,,,S,,R,R,
1313_25470,,,,,,,,,,,,,S,,,R,
1313_10340,,R,,,S,,,,,,,,,,,R,
1313_26169,,,,,,,S,,S,,,,R,,R,R,
1313_24145,,,,,,,,,R,,,,S,,,,
1313_46773,,,,,S,,S,R,R,S,,,,,R,S,
1313_11526,,R,,,S,,,,,,,,,,,R,
1313_47206,,,,,S,,S,R,R,S,,,,,R,S,
1313_25297,,,,,,,S,,R,,,,S,,R,R,
1313_6049,,,,,R,,S,,S,,,,,,S,,
1313_26457,,,,,,,S,,S,,,,R,,R,R,
1313_25835,,,,,,,S,,R,,,,S,,S,S,
1313_8888,,,,,,,S,,R,,,,S,,S,R,
1313_46667,,,,,S,,S,S,R,S,,,,,S,R,
1313_33463,,,,,,,S,,S,,,,S,,S,S,
1313_32589,,,,,,,,,,,,,,,,S,
1313_17362,,,,,,,,S,S,,,,S,,S,S,
1313_24320,,,,,,,S,,R,,,,R,,S,S,
1313_24917,,,,,,,S,,S,,,,S,,R,R,
1313_12433,,R,,,S,,,,,,,,,,,R,
1313_12878,,R,,,R,,,,,,,,,,,R,
1313_32186,,,,,,,S,,S,,,,S,,R,S,
1313_12948,,R,,,S,,,,,,,,,,,R,
1313_17054,,,S,S,S,,,S,S,,,S,,,S,S,
1313_24467,,,,,,,,,S,,,,S,,R,,
1313_25114,,,,,,,,,S,,,,R,,R,R,
1313_24974,,,,,,,S,,S,,,,,,S,,
1313_31721,,,,,,,S,,S,,,,S,,S,R,
1313_10675,,S,,,S,,,,,,,,,,,R,
1313_34265,,,,,,,R,,,,,,R,,,,
1313_31935,,,,,,,S,,R,,,,S,,S,R,
1313_32795,,,,,,,S,,R,,,,S,,R,S,
1313_13041,,R,,,S,,,,,,,,,,,R,
1313_32645,,,,,,,S,,R,,,,R,,R,R,
1313_32443,,,,,,,S,,S,,,,R,,R,S,
1313_31690,,,,,,,S,,S,,,,S,,S,R,
1313_24468,,,,,,,R,,R,,,,R,,R,R,
1313_23755,,,,,,,S,,S,,,,,,S,S,
1313_11461,,S,,,S,,,,,,,,,,,R,
1313_28017,,,,,,,R,,S,,,,S,,S,R,
1313_8989,,,,,,,S,,S,,,,S,,S,S,
1313_33923,,,,,,,R,,S,,,,S,,R,R,
1313_10993,,R,,,S,,,,,,,,,,,R,
1313_25590,,,,,,,S,,S,,,,S,,S,R,
1313_33283,,,,,,,,,,,,,,,,S,
1313_12161,,R,,,S,,,,,,,,,,,R,
1313_24901,,,,,,,S,,S,,,,S,,R,S,
1313_23018,,,,,,,S,,S,,,,R,,R,,
1313_31172,,,,,,,S,,S,,,,R,,S,R,
1313_46592,,,,,R,,S,S,S,S,,,,,S,R,
1313_33057,,,,,,,,,,,,,,,,S,
1313_34308,,,,,,,S,,,,,,S,,,,
1313_47244,,,,,S,,S,R,R,S,,,,,R,S,
1313_25093,,,,,,,,,,,,,S,,,R,
1313_11956,,R,,,S,,,,,,,,,,,R,
1313_25036,,,,,,,,,,,,,,,,S,
1313_32376,,,,,,,S,,R,,,,R,,R,R,
1313_12570,,R,,,S,,,,,,,,,,,R,
1313_24866,,,,,,,S,,R,,,,S,,R,R,
1313_34246,,,,,,,S,,S,,,,S,,R,S,
1313_10050,,S,,,S,,,,,,,,,,,R,
1313_12022,,R,,,S,,,,,,,,,,,R,
1313_31499,,,,,,,S,,S,,,,,,R,R,
1313_11978,,R,,,S,,,,,,,,,,,S,
1313_30282,,,,,,,,,R,,,,S,,,,
1313_21045,,,,,,,S,,S,,,,,,S,S,
1313_47185,,,,,S,,S,R,R,S,,,,,R,R,
760799_3,S,,,S,,R,S,R,R,S,S,R,R,S,R,R,S
1313_10928,,R,,,S,,,,,,,,,,,R,
1313_25615,,,,,,,,,,,,,S,,,R,
1313_22108,,,,,,,,,S,,,,S,,S,R,
1313_33889,,,,,,,R,,R,,,,R,,R,R,
1313_33308,,,,,,,S,,R,,,,R,,R,R,
1313_22026,,,,,,,,,S,,,,R,,S,R,
1313_25821,,,,,,,S,,S,,,,S,,S,S,
1313_24398,,,,,,,S,,S,,,,S,,S,S,
1313_26119,,,,,,,S,,S,,,,S,,R,R,
1313_22107,,,,,,,,,R,,,,S,,R,R,
1313_47263,,,,,S,,S,S,S,S,,,,,S,S,
1313_30981,,,,,,,S,,S,,,,S,,S,R,
1313_22939,,,,,,,S,,R,,,,R,,R,,
1313_23680,,,,,,,S,,S,,,,,,R,S,
1313_33385,,,,,,,S,,S,,,,S,,R,R,
1313_12225,,R,,,R,,,,,,,,,,,R,
1313_12150,,S,,,S,,,,,,,,,,,R,
1313_22983,,,,,,,S,,S,,,,R,,R,,
1313_9297,,,,,,,S,,S,,,,S,,R,S,
1313_33416,,,,,,,S,,S,,,,S,,S,S,
1313_20282,,,,,,,S,,S,,,,,,R,R,
1313_23494,,,,,,,S,,S,,,,S,,S,S,
1313_33397,,,,,,,S,,S,,,,S,,S,S,
1313_31707,,,,,,,S,,R,,,,S,,S,R,
1313_17442,,,S,S,S,,,S,R,,,S,S,,S,S,
1313_25328,,,,,,,S,,S,,,,S,,R,S,
1313_23509,,,,,,,S,,S,,,,S,,S,S,
1313_30846,,,,,,,S,,S,,,,S,,S,R,
1313_33526,,,,,,,S,,S,,,,S,,S,S,
1313_47222,,,,,S,,S,S,S,S,,,,,S,S,
1313_41960,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_23135,,,,,,,S,,R,,,,S,,R,,
1313_26120,,,,,,,S,,S,,,,S,,R,R,
1313_11857,,S,,,S,,,,,,,,,,,R,
1131629_3,S,,,S,S,S,S,S,R,S,S,S,S,S,S,S,S
1313_8968,,,,,,,S,,S,,,,S,,R,S,
1313_31847,,,,,,,S,,S,,,,S,,S,S,
1313_27918,,,,,,,S,,S,,,,S,,S,S,
1313_10406,,R,,,S,,,,,,,,,,,R,
1313_33334,,,,,,,S,,S,,,,S,,R,S,
1313_32026,,,,,,,S,,S,,,,S,,S,R,
1313_47248,,,,,S,,S,S,S,S,,,,,S,S,
1313_31787,,,,,,,S,,S,,,,S,,S,S,
1313_26939,,,,,,,S,,S,,,,R,,S,R,
1313_12565,,R,,,S,,,,,,,,,,,R,
1313_32233,,,,,,,S,,R,,,,R,,R,R,
1313_27149,,,,,,,R,,S,,,,S,,R,R,
1313_31127,,,,,,,R,,R,,,,S,,R,R,
1313_9113,,,,,,,S,,R,,,,R,,R,R,
1313_32058,,,,,,,S,,S,,,,S,,R,R,
1313_20951,,,,,,,S,,S,,,,,,S,S,
1313_10533,,S,,,S,,,,,,,,,,,R,
1313_33550,,,,,,,S,,S,,,,S,,S,R,
1313_26161,,,,,,,S,,S,,,,S,,R,S,
1313_47090,,,,,S,,S,S,S,S,,,,,S,S,
1313_23466,,,,,,,S,,R,,,,S,,S,S,
1313_10536,,R,,,R,,,,,,,,,,,R,
1313_31005,,,,,,,S,,R,,,,S,,R,S,
1313_22911,,,,,,,,,R,,,,S,,S,,
1313_20645,,,,,,,S,,S,,,,,,S,S,
1313_24522,,,,,,,S,,S,,,,S,,S,S,
1313_30941,,,,,,,S,,R,,,,R,,S,S,
1313_33122,,,,,,,S,,S,,,,S,,R,S,
1313_20166,,,,,,,S,,R,,,,R,,R,S,
1313_30062,,,,,,,,,S,,,,S,,R,R,
1313_24622,,,,,,,S,,S,,,,R,,R,R,
1313_30277,,,,,,,S,,S,,,,R,,S,R,
1313_33901,,,,,,,S,,S,,,,S,,S,R,
1313_30135,,,,,,,S,,S,,,,S,,S,S,
1313_47044,,,,,S,,S,S,R,S,,,,,S,S,
1313_12119,,R,,,S,,,,,,,,,,,R,
1313_30804,,,,,,,S,,R,,,,R,,R,R,
1313_17367,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_25654,,,,,,,,,R,,,,,,R,R,
1313_25948,,,,,,,,,S,,,,S,,R,,
1313_12173,,S,,,S,,,,,,,,,,,R,
1313_22028,,,,,,,,,S,,,,S,,S,S,
1313_22087,,,,,,,,,S,,,,S,,S,S,
1313_27299,,,,,,,S,,S,,,,S,,S,S,
1313_11515,,S,,,S,,,,,,,,,,,R,
1313_29890,,,,,,,S,,S,,,,S,,S,S,
1313_46703,,,,,S,,R,S,S,S,,,,,S,S,
1313_47009,,,,,S,,S,R,R,S,,,,,R,R,
1313_24071,,,,,,,S,,S,,,,R,,R,R,
1313_10651,,S,,,S,,,,,,,,,,,R,
1313_12313,,S,,,S,,,,,,,,,,,R,
1313_20561,,,,,,,S,,S,,,,,,R,S,
1313_46921,,,,,S,,S,S,R,S,,,,,S,R,
1313_46611,,,,,S,,S,S,S,S,,,,,S,S,
1313_34169,,,,,,,S,,S,,,,S,,S,S,
1313_30954,,,,,,,S,,S,,,,S,,S,R,
1313_12474,,S,,,S,,,,,,,,,,,R,
1313_34138,,,,,,,S,,S,,,,S,,S,S,
1313_33105,,,,,,,S,,S,,,,S,,R,R,
1313_32230,,,,,,,R,,R,,,,R,,R,S,
1313_11505,,S,,,S,,,,,,,,,,,S,
1313_30787,,,,,,,S,,S,,,,S,,S,R,
1313_25544,,,,,,,,,,,,,S,,,R,
1313_33094,,,,,,,S,,S,,,,S,,R,S,
1313_31710,,,,,,,S,,S,,,,S,,S,R,
1313_10973,,S,,,S,,,,,,,,,,,S,
1313_30028,,,,,,,R,,S,,,,S,,R,R,
1313_10200,,R,,,S,,,,,,,,,,,R,
1313_33268,,,,,,,S,,S,,,,S,,R,S,
1313_31973,,,,,,,S,,S,,,,R,,S,R,
1313_46730,,,,,S,,S,S,S,S,,,,,S,R,
1313_24559,,,,,,,S,,S,,,,S,,S,S,
1313_29823,,,,,,,,,S,,,,S,,S,S,
1313_31886,,,,,,,S,,S,,,,S,,S,S,
1313_26102,,,,,,,,,,,,,,,,S,
1313_17365,,,,,,,,S,S,,,,S,,S,S,
1313_31502,,,,,,,S,,S,,,,S,,R,R,
1313_30233,,,,,,,,,R,,,,S,,,,
1313_33418,,,,,,,S,,S,,,,S,,S,S,
1313_24799,,,,,,,S,,R,,,,R,,R,R,
1313_12999,,S,,,S,,,,,,,,,,,R,
1313_26599,,,,,,,S,,R,,,,R,,R,R,
1313_32198,,,,,,,R,,R,,,,R,,R,R,
1313_6631,,,,,S,,,,S,,,,,,,,
1313_30769,,,,,,,S,,S,,,,S,,R,R,
1313_33264,,,,,,,,,,,,,R,,,R,
1313_33303,,,,,,,,,,,,,,,,S,
1313_33832,,,,,,,S,,S,,,,S,,S,S,
1313_25811,,,,,,,S,,R,,,,S,,S,S,
1313_26965,,,,,,,S,,S,,,,S,,S,R,
1313_11508,,S,,,S,,,,,,,,,,,R,
1313_20296,,,,,,,S,,S,,,,S,,R,R,
1313_11688,,S,,,S,,,,,,,,,,,R,
1313_26084,,,,,,,,,,,,,S,,,S,
1313_12616,,R,,,S,,,,,,,,,,,R,
1313_33533,,,,,,,S,,S,,,,S,,S,S,
1313_31960,,,,,,,S,,S,,,,S,,S,R,
1313_32421,,,,,,,S,,S,,,,R,,S,,
1313_34228,,,,,,,S,,S,,,,S,,S,S,
1313_30119,,,,,,,S,,S,,,,R,,R,R,
1313_11666,,R,,,S,,,,,,,,,,,R,
1313_20899,,,,,,,S,,S,,,,S,,S,R,
1313_41986,,,S,S,S,,,S,R,,,S,S,,S,S,
1313_25520,,,,,,,S,,S,,,,R,,R,R,
1313_33428,,,,,,,S,,S,,,,S,,S,S,
1313_32336,,,,,,,,,,,,,S,,R,R,
1313_24355,,,,,,,,,S,,,,S,,,,
1313_34070,,,,,,,S,,S,,,,,,,R,
1313_32962,,,,,,,,,S,,,,S,,R,,
1313_24139,,,,,,,,,R,,,,R,,,,
1313_30602,,,,,,,,,R,,,,R,,,,
1313_34154,,,,,,,S,,S,,,,S,,S,S,
1313_11378,,R,,,S,,,,,,,,,,,R,
1313_47142,,,,,S,,S,S,S,S,,,,,S,S,
1313_23655,,,,,,,S,,S,,,,,,S,S,
1313_42054,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_25750,,,,,,,,,,,,,R,,,R,
1313_26059,,,,,,,S,,R,,,,S,,R,R,
1313_10984,,S,,,S,,,,,,,,,,,R,
1313_32477,,,,,,,S,,S,,,,S,,S,S,
1313_46815,,,,,S,,S,S,S,S,,,,,S,R,
1313_23828,,,,,,,S,,S,,,,,,S,S,
1313_12259,,R,,,R,,,,,,,,,,,R,
1313_30868,,,,,,,S,,S,,,,R,,S,R,
1313_30393,,,,,,,S,,S,,,,S,,R,S,
1313_20344,,,,,,,S,,S,,,,R,,S,S,
1313_25098,,,,,,,,,,,,,,,,R,
1313_24674,,,,,,,S,,S,,,,,,S,,
1313_25749,,,,,,,R,,R,,,,S,,R,R,
1313_27188,,,,,,,R,,S,,,,S,,R,R,
1313_27035,,,,,,,S,,R,,,,S,,R,R,
1313_31233,,,,,,,S,,S,,,,,,R,R,
1313_47062,,,,,S,,S,S,S,S,,,,,S,S,
1313_20168,,,,,,,S,,S,,,,S,,S,R,
1313_26076,,,,,,,,,,,,,,,,S,
1313_46733,,,,,S,,S,S,R,S,,,,,R,S,
1313_12883,,R,,,S,,,,,,,,,,,R,
1313_10982,,R,,,S,,,,,,,,,,,R,
1313_10723,,S,,,S,,,,,,,,,,,R,
1313_32892,,,,,,,S,,S,,,,R,,R,S,
1313_23761,,,,,,,S,,S,,,,,,S,R,
1313_12478,,R,,,S,,,,,,,,,,,R,
1313_26726,,,,,,,S,,R,,,,R,,R,R,
1313_34117,,,,,,,S,,S,,,,S,,S,S,
1313_33741,,,,,,,,,,,,,,,,S,
1313_24439,,,,,,,S,,R,,,,S,,R,R,
1313_46663,,,,,S,,S,S,S,S,,,,,S,S,
1313_23733,,,,,,,S,,S,,,,,,R,R,
1313_31781,,,,,,,S,,S,,,,S,,S,S,
1313_11277,,S,,,S,,,,,,,,,,,S,
1313_46806,,,,,S,,S,R,R,S,,,,,R,R,
1313_34143,,,,,,,S,,R,,,,S,,S,R,
1313_26449,,,,,,,S,,S,,,,S,,R,R,
1313_12329,,S,,,S,,,,,,,,,,,R,
1313_25402,,,,,,,S,,R,,,,S,,S,R,
1313_47137,,,,,R,,S,S,R,S,,,,,S,S,
1313_24028,,,,,,,S,,S,,,,R,,S,S,
1313_20370,,,,,,,S,,S,,,,,,S,S,
1313_26775,,,,,,,S,,R,,,,S,,S,S,
1313_12280,,R,,,S,,,,,,,,,,,R,
1313_26527,,,,,,,S,,S,,,,R,,R,R,
1313_12278,,S,,,S,,,,,,,,,,,S,
1313_33464,,,,,,,S,,S,,,,S,,S,S,
1313_12558,,R,,,S,,,,,,,,,,,R,
1313_34126,,,,,,,S,,R,,,,S,,S,S,
1313_42012,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_24932,,,,,,,S,,R,,,,R,,R,R,
1313_23546,,,,,,,S,,S,,,,S,,R,S,
1313_6996,,,,,,,,,,,S,,,S,,,
1313_46723,,,,,S,,S,S,R,S,,,,,S,S,
1313_22898,,,,,,,,,S,,,,S,,R,,
1313_25755,,,,,,,S,,S,,,,S,,R,R,
1313_30972,,,,,,,S,,S,,,,S,,R,S,
1313_29841,,,,,,,,,S,,,,S,,S,S,
1131628_3,S,,,S,S,S,S,R,R,S,S,S,S,S,R,R,S
1313_30450,,,,,,,S,,S,,,,,,R,,
1313_24502,,,,,,,S,,R,,,,R,,R,R,
1313_31014,,,,,,,S,,S,,,,,,S,R,
1313_12127,,R,,,S,,,,,,,,,,,R,
1313_12449,,S,,,S,,,,,,,,,,,R,
1313_5845,,,,,R,,,,R,,,,,,S,,
1313_23557,,,,,,,S,,R,,,,R,,R,R,
1313_23599,,,,,,,S,,R,,,,R,,R,S,
1313_24597,,,,,,,S,,S,,,,S,,S,R,
1313_33417,,,,,,,S,,S,,,,S,,S,S,
1313_30921,,,,,,,S,,S,,,,S,,S,S,
1313_34200,,,,,,,S,,R,,,,S,,S,,
1313_12532,,R,,,R,,,,,,,,,,,R,
1313_10534,,S,,,S,,,,,,,,,,,R,
1313_30873,,,,,,,S,,S,,,,S,,S,S,
1313_34118,,,,,,,S,,S,,,,S,,S,S,
1313_26947,,,,,,,S,,S,,,,S,,S,R,
1313_28047,,,,,,,S,,S,,,,S,,,,
1313_22907,,,,,,,,,S,,,,R,,R,,
1313_30942,,,,,,,S,,S,,,,R,,S,R,
1313_33034,,,,,,,,,,,,,,,,S,
1313_32621,,,,,,,S,,R,,,,S,,R,R,
1313_33406,,,,,,,S,,S,,,,S,,S,S,
1313_31615,,,,,,,,,R,,,,R,,,,
1313_42047,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_11982,,R,,,S,,,,,,,,,,,R,
1313_23419,,,,,,,S,,S,,,,S,,S,R,
1313_34219,,,,,,,R,,R,,,,S,,S,S,
1313_33844,,,,,,,S,,S,,,,S,,S,S,
1313_25148,,,,,,,,,,,,,,,,S,
1313_46711,,,,,S,,S,S,S,S,,,,,S,S,
1313_32052,,,,,,,S,,R,,,,S,,R,R,
1313_25187,,,,,,,,,,,,,R,,,S,
1313_33762,,,,,,,S,,S,,,,S,,R,R,
760790_3,S,,,S,,R,S,S,R,S,,S,R,S,S,R,S
1313_30935,,,,,,,S,,R,,,,S,,S,R,
1313_23534,,,,,,,S,,S,,,,S,,S,S,
1313_47046,,,,,S,,S,S,S,S,,,,,S,R,
1313_31762,,,,,,,S,,S,,,,R,,R,S,
1313_47059,,,,,S,,S,S,S,S,,,,,S,S,
1313_24847,,,,,,,S,,S,,,,S,,R,R,
1313_33634,,,,,,,S,,S,,,,S,,S,R,
1313_11216,,S,,,S,,,,,,,,,,,R,
1313_26148,,,,,,,S,,R,,,,R,,R,R,
1313_26142,,,,,,,S,,S,,,,S,,R,R,
1313_20254,,,,,,,S,,S,,,,S,,S,R,
1313_24006,,,,,,,S,,S,,,,,,S,R,
1313_47096,,,,,S,,R,R,R,S,,,,,R,R,
1313_31047,,,,,,,S,,R,,,,S,,S,R,
1313_31210,,,,,,,S,,S,,,,,,R,R,
1313_13032,,S,,,S,,,,,,,,,,,R,
1313_24608,,,,,,,S,,R,,,,S,,R,R,
1313_46553,,,,,S,,S,R,R,S,,,,,R,S,
1313_11687,,R,,,S,,,,,,,,,,,R,
1313_24508,,,,,,,S,,R,,,,R,,R,R,
1313_47255,,,,,R,,S,S,R,S,,,,,R,R,
1313_30146,,,,,,,S,,R,,,,R,,S,R,
1313_25674,,,,,,,S,,S,,,,S,,R,R,
1313_42020,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_11759,,S,,,S,,,,,,,,,,,R,
1313_33912,,,,,,,R,,S,,,,S,,R,R,
1313_9217,,,,,,,S,,R,,,,R,,S,R,
1313_31987,,,,,,,S,,R,,,,S,,S,R,
1313_24336,,,,,,,S,,S,,,,R,,S,R,
1313_22080,,,,,,,,,S,,,,S,,S,S,
1313_21474,,,,,,,,,S,,,,S,,S,R,
1313_23495,,,,,,,S,,S,,,,S,,S,R,
1313_46765,,,,,S,,R,R,R,S,,,,,R,R,
1313_26801,,,,,,,S,,R,,,,R,,R,R,
1313_33499,,,,,,,S,,S,,,,S,,S,S,
1313_32219,,,,,,,S,,S,,,,S,,R,S,
1313_27924,,,,,,,S,,S,,,,S,,S,S,
1313_32768,,,,,,,R,,S,,,,R,,R,R,
1313_11108,,R,,,S,,,,,,,,,,,R,
1313_23714,,,,,,,S,,S,,,,S,,S,R,
1313_12351,,S,,,S,,,,,,,,,,,S,
1313_46797,,,,,S,,S,R,R,S,,,,,R,R,
1313_23262,,,,,,,S,,S,,,,S,,S,R,
1313_11750,,S,,,S,,,,,,,,,,,S,
1313_29743,,,,,,,,,R,,,,R,,R,R,
1313_25275,,,,,,,S,,R,,,,R,,R,S,
1313_23464,,,,,,,S,,S,,,,S,,S,R,
1313_10595,,R,,,S,,,,,,,,,,,R,
1313_26041,,,,,,,,,,,,,,,,S,
1313_27650,,,,,,,,,S,,,,S,,R,R,
1313_12423,,S,,,S,,,,,,,,,,,S,
1313_32789,,,,,,,R,,S,,,,S,,S,S,
1313_31273,,,,,,,S,,S,,,,,,R,R,
1313_9161,,,,,,,S,,S,,,,S,,R,S,
1313_9154,,,,,,,S,,S,,,,S,,S,R,
1313_23664,,,,,,,S,,R,,,,R,,S,S,
1313_8607,,,,,,,S,,S,,,,S,,R,S,
1313_46573,,,,,S,,S,S,R,S,,,,,S,R,
1313_27193,,,,,,,S,,S,,,,S,,S,R,
1313_24026,,,,,,,S,,S,,,,,,R,S,
1313_32016,,,,,,,R,,R,,,,S,,S,R,
1313_11656,,R,,,S,,,,,,,,,,,R,
1313_47134,,,,,R,,S,S,R,S,,,,,S,S,
1313_27088,,,,,,,S,,S,,,,S,,R,S,
1313_20031,,,,,,,S,,S,,,,,,R,R,
1313_23645,,,,,,,S,,S,,,,R,,S,R,
1313_11476,,R,,,S,,,,,,,,,,,R,
1313_32457,,,,,,,S,,R,,,,R,,R,R,
1313_32664,,,,,,,,,S,,,,S,,R,R,
1313_29849,,,,,,,,,S,,,,S,,S,S,
1313_12381,,S,,,S,,,,,,,,,,,S,
1313_32581,,,,,,,,,S,,,,S,,R,R,
1313_47149,,,,,R,,S,S,R,S,,,,,S,R,
1313_23646,,,,,,,S,,R,,,,R,,S,S,
1313_9051,,,,,,,S,,R,,,,R,,R,R,
1313_22952,,,,,,,S,,S,,,,S,,R,,
1313_25089,,,,,,,,,,,,,R,,,R,
1313_31009,,,,,,,S,,S,,,,,,S,S,
1313_30949,,,,,,,S,,S,,,,S,,S,S,
1313_21760,,,,,,,,,S,,,,S,,S,S,
1313_46876,,,,,S,,S,R,R,S,,,,,R,S,
1313_11997,,S,,,S,,,,,,,,,,,R,
1313_46891,,,,,S,,S,S,S,S,,,,,S,S,
1313_42004,,,S,S,S,,,S,S,,,S,S,,S,S,
1313_12852,,S,,,S,,,,,,,,,,,S,
1313_31052,,,,,,,S,,S,,,,,,R,S,
1313_31070,,,,,,,S,,S,,,,S,,S,S,
1313_32053,,,,,,,S,,S,,,,S,,R,S,
1313_8491,,,,,,,S,,S,,,,S,,S,S,
1313_33733,,,,,,,S,,R,,,,R,,R,R,
1313_46672,,,,,S,,S,R,R,S,,,,,R,S,
1313_24425,,,,,,,,,S,,,,S,,R,,
1313_17414,,,,,,,,S,S,,,,S,,S,S,
1313_24731,,,,,,,S,,S,,,,S,,S,,
1313_25191,,,,,,,,,,,,,S,,,R,
1313_30703,,,,,,,S,,S,,,,R,,S,R,
1313_5961,,,,,S,,S,,R,,,,,,R,,
1313_46724,,,,,R,,S,R,R,S,,,,,R,R,
1313_46560,,,,,R,,S,S,S,S,,,,,S,S,
1313_23355,,,,,,,S,,S,,,,,,,R,
1313_32444,,,,,,,S,,R,,,,R,,R,R,
1313_12352,,S,,,S,,,,,,,,,,,S,
1313_21783,,,,,,,,,S,,,,S,,S,R,
1313_46941,,,,,R,,S,R,R,S,,,,,R,R,
1313_23249,,,,,,,,,R,,,,S,,,,
1313_32910,,,,,,,,,S,,,,S,,R,R,
1313_30134,,,,,,,S,,R,,,,R,,S,S,
