Genome ID,amoxicillin_clavulanic acid,ampicillin,azithromycin,cefepime,cefotaxime,cefoxitin,ceftazidime,ceftiofur,ceftriaxone,cephalosporin,chloramphenicol,ciprofloxacin,ertapenem,furazolidone,gentamicin,kanamycin,meropenem,nalidixic acid,netilmicin,ofloxacin,pefloxacin,spectinomycin,streptomycin,sulfamethoxazole,sulfisoxazole,sulfonamides,tetracycline,tigecycline,trimethoprim,trimethoprim_sulfamethoxazole
90370_3530,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_3204,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
149391_43,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
85569_319,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_3507,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
85569_309,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,S,R,,S,
590_14270,S,S,,,,S,,,S,,R,S,,,S,,,S,,,,,,,,,R,,,S
90371_6227,,R,,,,,,,,,S,,,,,,,,,,,,R,,,,,,,S
90371_896,,R,,,,,,,,,S,S,,,R,,,,,,,,,,,,,,R,
90370_2802,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_16995,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_5360,R,R,,,,,S,,S,,R,R,,,R,,,R,,R,,,,,,,,,S,
590_12288,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_2933,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3096,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
85569_342,,S,,,,,,,,,S,S,,S,,,,S,,,,R,R,,,R,S,,S,S
90370_5480,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
90370_3477,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
28901_770,S,R,S,,,S,,S,S,,S,S,,,S,,,S,,,,,R,,R,,R,,,R
590_12250,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
28901_21085,,R,,,R,S,R,,,,,R,,,,,S,R,,,,,,,,,,,,R
90371_898,,R,,,,,,,,,R,R,,,S,,,,,,,,,,,,,,S,
28901_8429,,S,,,,,S,,S,,,,,,,,,,,,,,,,,,,,,S
90371_6226,,S,,,,,,,,,R,,,,,R,,,,,,,R,,,,S,,,R
58712_66,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3006,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
54388_214,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5433,S,R,,,,,S,,S,,R,S,,,S,,,R,,S,,,,,,,,,R,
90370_262,,S,,,,,,,,,S,,,,S,S,,S,,,,S,,S,,,S,,S,
590_12475,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_902,,R,,,,,,,,,R,S,,,R,,,,,,,,,,,,,,R,
90370_4893,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_3582,,R,,,,,,,,S,R,S,,,,,,R,,,,,,,,,,,,R
90370_2707,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_14252,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
59201_4134,,R,S,,,,,,R,,R,S,,,,,S,,,,,,,,,,,S,,R
85569_37,,S,,,,,,,,,S,,,,,,,S,,,,,S,,,S,R,,S,
108619_152,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_14013,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2473,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_14316,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_4830,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
90370_3498,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
85569_294,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_4923,,S,,,,,,,,S,S,S,,,,,,S,,,,,,,,,,,,S
590_16667,S,S,,,,S,,,S,,R,S,,,S,,,S,,,,,,,,,R,,,S
590_12419,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
54388_386,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
85569_153,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
85569_241,,R,,,,,,,,,R,S,,S,S,S,,R,S,,,R,R,,,R,R,,S,
90370_2823,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
115981_57,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_2947,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_14001,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_13946,R,R,,,,R,,,R,,R,S,,,R,,,S,,,,,,,,,R,,,S
58712_96,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3067,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_2828,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12490,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
85569_90,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,S,S,,,R,S,,R,
363569_43,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3397,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
54388_202,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_5496,,R,S,,,,S,,S,,R,R,S,,S,,S,R,,,R,,,,,,R,,,R
85569_94,,R,,,,,,,,,R,S,,S,S,S,,R,S,,,R,R,,,R,R,,R,
85569_242,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,S,R,,,R,R,,R,
85569_59,,R,,,,,,,,,R,S,,R,S,S,,S,S,,,R,R,,,R,R,,S,
595_139,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90371_5487,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
90370_3003,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_3562,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2541,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12546,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
590_14194,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_5269,R,R,,,,,S,,S,,S,R,,,R,,,S,,S,,,,,,,,,R,
90370_3138,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_12224,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_13722,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,S
85569_126,,R,,,,,,,,,S,R,,S,S,S,,S,S,,,R,R,,,R,R,,S,
54388_287,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
90370_3186,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
399587_54,S,R,S,S,S,S,S,,S,,R,,,,S,,S,S,,,S,,,R,,,R,S,R,
590_16859,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2984,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_2519,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_4865,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_12425,R,R,,,,R,,,R,,S,S,,,R,,,S,,,,,,,S,,R,,,S
90370_2739,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
595_150,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,R,,R,,,R
590_12213,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_2986,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_12056,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12464,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2983,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_2942,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_12580,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
85569_65,,R,,,,,,,,,S,S,,S,S,S,,S,S,,,S,R,,,R,R,,S,
54388_191,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
192955_204,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12190,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
85569_298,,R,,,,,,,,,S,R,,S,S,S,,R,S,,,R,R,,,R,R,,S,
85569_299,,R,,,,,,,,,S,S,,S,S,S,,S,S,,,S,S,,,R,S,,S,
85569_25,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
590_12424,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,S,,,S
54388_393,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
90371_5282,S,R,,,,,S,,S,,R,S,,,R,,,R,,S,,,,,,,,,R,
590_16588,R,R,,,,R,,,R,,R,R,,,S,,,S,,,,,,,,,R,,,S
90370_3308,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,
90370_3428,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_3437,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_3094,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
28901_16282,,R,,,,,,S,,,,,,,S,,,,,,,,,,,,,,,S
54388_203,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
90370_225,,S,,,,,,,,,S,,,,S,S,,S,,,,S,,S,,,S,,S,
590_12073,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_2787,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
82689_64,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_2813,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
54388_9,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
590_15169,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
59201_4109,,R,S,,,,,,R,,R,S,,,,,S,,,,,,,,,,,S,,R
90370_1866,,S,,,,,,,,,S,S,,,S,S,,S,,,,S,,S,,,S,,S,
85569_313,,R,,,,,,,,,R,S,,S,S,R,,R,S,,,R,R,,,R,R,,S,
90370_3153,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
90370_3008,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_2706,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12377,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
108619_162,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_3488,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
192955_431,,R,S,,,R,R,,R,,R,S,,,S,S,,R,S,,,S,R,,,R,R,,R,
90371_5494,,R,,,R,,R,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
90370_2784,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
59201_4149,,R,R,,,,,,R,,R,S,,,,,S,,,,,,,,,,,S,,S
192955_411,,R,S,,,S,S,,S,,S,R,,,S,S,,R,S,,,S,S,,,S,S,,S,
90370_2733,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12300,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
85569_174,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,R,
90370_5001,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
90370_5514,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
90370_2752,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3037,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_16413,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90371_5378,S,R,,,,,S,,S,,R,S,,,R,,,R,,R,,,,,,,,,R,
590_15252,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_16911,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,S
54388_240,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
54388_209,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
85569_343,,S,,,,,,,,,S,S,,S,,,,S,,,,R,R,,,R,S,,S,S
90370_3605,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
590_12060,R,R,,,,R,,,R,,S,S,,,S,,,S,,,,,,,,,R,,,S
590_16707,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
85569_220,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
590_14388,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12599,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_17052,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_3355,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
59201_4082,,S,,S,S,,S,,S,,S,R,,,,,S,,,,R,,,,,,,,,S
59201_4151,,R,S,,,,,,R,,R,R,,,,,S,,,,,,,,,,,S,,R
590_15672,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,S
192955_384,,R,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,R,,S,
399587_88,S,R,S,S,S,S,S,,S,,R,,,,S,,S,S,,,S,,,R,,,R,S,R,
28901_1874,S,S,,,,S,,S,S,,S,,,,S,S,,,,,,,S,,S,,S,,,S
85569_212,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_2484,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12318,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_4826,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2481,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
54388_221,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_3466,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
90371_6217,,R,,,,,,,,,S,,,,,R,,,,,,,S,,,,S,,,S
913079_13,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
54388_348,,S,S,,,,,,,,S,S,,,,,,R,,,,S,S,,,S,S,,S,
54388_272,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
28901_16289,,R,,,,,,S,,,,,,,S,,,,,,,,,,,,,,,S
54388_242,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
85569_158,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
59201_4112,,R,S,,,,,,R,,R,R,,,,,S,,,,,,,,,,,S,,R
85569_322,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
590_16185,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_3414,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_12530,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
28901_842,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,R,,,S
590_12446,R,R,,,,R,,,R,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_2709,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12413,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_3074,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_4890,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
192955_419,,R,S,,,S,S,,S,,R,R,,,R,S,,R,S,,,R,R,,,R,R,,S,
58712_69,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
54388_337,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
90370_3421,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
54388_248,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2867,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3502,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_12079,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_5497,,R,,,S,,S,,S,,R,,S,,S,,S,S,,,S,,,,,,S,,,R
90370_3515,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
28901_783,S,S,S,,,S,,S,S,,R,R,,,S,,,R,,,,,S,,S,,R,,,S
54388_226,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
98360_97,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,S,,R,,R,,,S
90370_5525,,S,S,,,,S,,S,,S,R,S,,S,,S,S,,,,,,,,,S,,,S
28901_857,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
54388_342,,S,S,,,,,,,,S,S,,,,,,R,,,,S,S,,,S,S,,S,
28901_16309,,R,,,,,,,S,,S,S,,,S,S,,S,,,,,R,,R,,R,,,S
85569_234,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90371_3755,S,R,,S,S,,S,,,,,S,,,,,S,,,,,,,,,,,,S,S
90371_5500,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
90370_2816,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3481,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
192955_401,,R,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,R,,R,
59201_4096,,S,,S,S,,S,,S,,S,R,,,,,S,,,,R,,,,,,,,,S
192955_356,,R,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,R,,S,
90370_3279,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
85569_333,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,R,R,,,R,S,,S,
54388_250,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
28901_10138,S,R,,,,S,,S,S,,R,,,,S,S,,,,,,,R,,R,,R,,,S
85569_203,,R,,,,,,,,,R,S,,S,S,S,,R,S,,,R,R,,,R,R,,S,
90370_3201,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
90370_3443,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
28901_1848,S,S,,,,S,,S,S,,S,,,,S,S,,,,,,,S,,S,,S,,,S
46626_40,R,R,R,,,R,,R,R,,R,R,,,R,,,R,,,,,R,,R,,S,,,R
399587_76,S,R,R,S,S,S,S,,S,,R,,,,S,,S,S,,,S,,,R,,,R,S,R,
90370_2943,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
85569_71,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_5209,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
90370_4861,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
85569_225,,S,,,,,,,,,S,S,,S,S,S,,R,S,,,R,R,,,R,S,,S,
90370_3489,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5396,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
90370_2923,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_12583,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
28901_21054,,R,,,R,R,R,,,,,R,,,,,S,R,,,,,,,,,,,,R
90370_2525,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
595_104,S,R,,,R,,,,,,S,S,,,S,S,,R,,,,,S,R,,,R,,S,
85569_341,,R,,,,,,,,,R,R,,S,,,,R,,,,R,R,,,R,R,,R,S
90370_2770,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
28901_844,S,R,S,,,S,,S,S,,S,S,,,R,,,S,,,,,R,,R,,R,,,S
90370_2907,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,S
90371_5397,S,R,,,,,S,,S,,R,S,,,S,,,R,,S,,,,,,,,,R,
90370_3576,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
90371_2139,R,R,,,,S,,S,S,,R,S,,,,,,S,,,,,R,,R,,R,,,S
90371_5382,R,R,,,,,S,,S,,R,S,,,R,,,R,,S,,,,,,,,,R,
90371_5358,S,R,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
598_31,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_2996,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_12507,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
54388_309,,S,S,,,,,,,,S,S,,,,,,R,,,,S,S,,,S,S,,S,
590_17074,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2834,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3416,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_5531,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
192955_364,,R,R,,,S,R,,R,,S,R,,,R,R,,R,S,,,R,R,,,R,S,,R,
590_12218,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90371_2476,R,R,,,,S,,S,S,,R,S,,,,,,S,,,,,R,,R,,R,,,R
90370_5470,,R,S,,,,S,,S,,R,R,S,,S,,S,R,,,R,,,,,,R,,,R
590_12584,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_3394,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_12449,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2814,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_16652,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
54388_97,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
590_12461,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90105_187,S,S,,S,S,,S,,,,,S,,,,,S,,,,,,,,,,,,S,S
90370_2712,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3522,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_2488,R,R,,,,S,,S,S,,R,S,,,,,,S,,,,,R,,R,,R,,,R
28901_16296,,R,,,,,,,R,,R,S,,,S,R,,S,,,,,R,,R,,R,,,R
590_12458,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90371_6225,,R,,,,,,,,,R,R,,,,R,,,,,,,R,,,,R,,,S
90371_5496,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
590_12614,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_5278,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
90370_2887,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
54388_392,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
90370_3597,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
90370_4896,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_3545,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_12189,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_5393,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
28901_21055,,R,,,R,S,R,,,,,S,,,,,S,S,,,,,,,,,,,,R
90370_3137,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
28901_21067,,R,,,R,S,R,,,,,S,,,,,S,S,,,,,,,,,,,,R
90371_5311,S,R,,,,,S,,S,,R,R,,,R,,,R,,S,,,,,,,,,R,
90370_3529,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
85569_100,,R,,,,,,,,,S,S,,S,S,S,,S,S,,,S,R,,,R,S,,S,
590_15068,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
108619_150,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
28901_21404,S,S,S,S,S,S,S,,S,,S,,,,S,,S,S,,,S,,,S,,,S,S,S,
595_156,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_2810,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_2799,,R,,,,,,,S,,,R,,,,,,,,,,,,,,,,,,R
54388_245,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_4979,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,
90370_3106,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
59201_4105,,S,,S,S,,S,,S,,S,R,,,,,S,,,,R,,,,,,,,,S
90371_6218,,S,,,,,,,,,S,,,,,,,,,,,,R,,,,,,,S
590_14339,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90371_5345,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
58712_90,S,S,S,,,S,,S,S,,S,S,,,R,,,S,,,,,S,,S,,S,,,S
85569_109,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_2891,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12473,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_2936,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
85569_335,,R,,,,,,,,,S,S,,S,S,R,,S,S,,,S,S,,,R,S,,S,
590_12284,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_15818,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_16943,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_2693,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
