Genome ID,amoxicillin_clavulanic acid,ampicillin,azithromycin,cefepime,cefotaxime,cefoxitin,ceftazidime,ceftiofur,ceftriaxone,cephalosporin,chloramphenicol,ciprofloxacin,ertapenem,furazolidone,gentamicin,kanamycin,meropenem,nalidixic acid,netilmicin,ofloxacin,pefloxacin,spectinomycin,streptomycin,sulfamethoxazole,sulfisoxazole,sulfonamides,tetracycline,tigecycline,trimethoprim,trimethoprim_sulfamethoxazole
590_12615,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
54388_323,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
590_12063,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
590_12392,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_3011,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
85569_180,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
85569_339,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
59201_4125,,S,S,,,,,,S,,S,S,,,,,S,,,,,,,,,,,S,,S
90370_4085,,R,S,,,,S,,S,,R,R,,,S,,S,,,,R,,,,,,S,,,R
192955_361,,S,S,,,S,S,,S,,R,R,,,S,S,,R,S,,,S,S,,,S,S,,S,
590_15735,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12269,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2758,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12268,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
85569_144,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,S,S,,,S,R,,S,
590_12605,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2896,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_4941,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
108619_142,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
85569_344,,R,,,,,,,,,R,S,,S,,,,S,,,,R,R,,,R,R,,R,S
590_15539,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
59201_4215,,S,S,,,,,,S,,S,S,,,,,S,,,,,,,,,,,S,,S
58712_60,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,R,,,S
108619_158,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
54388_409,,S,S,,,,S,,S,,S,R,S,,S,,S,S,,,S,,,,,,S,,,S
590_12505,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
54388_276,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
90370_4117,,S,S,,,,S,,S,,S,S,,,S,,S,,,,S,,,,,,S,,,
90370_3169,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
85569_202,,R,,,,,,,,,S,S,,S,S,S,,S,S,,,S,S,,,R,S,,R,
590_12315,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
85569_293,,R,,,,,,,,,R,S,,S,S,S,,R,S,,,R,R,,,R,R,,S,
58712_87,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_2991,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_3573,,S,,,,,,,,S,S,S,,,,,,S,,,,,,,,,,,,S
90370_3115,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
192955_420,,S,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,R,,R,
54388_387,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
90370_2949,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
85569_74,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,S,S,,,S,S,,S,
590_16144,S,S,,,,S,,,S,,S,S,,,R,,,S,,,,,,,S,,R,,,S
90370_2793,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_2930,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_3570,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
590_12474,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
590_12542,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12286,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
192954_47,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12482,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2535,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_2516,,R,,,,,,,S,,R,S,,,,,,,,,,,,,,,,,,R
590_14116,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
590_12462,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
28901_21410,,S,S,,S,,,,,,S,S,,,S,S,S,,,,,S,S,,,,S,,S,
54388_412,,S,S,,,,S,,S,,S,R,S,,S,,S,S,,,S,,,,,,S,,,S
90371_5275,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
90370_2888,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_15214,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,S
59201_4135,,R,S,,,,,,R,,R,S,,,,,S,,,,,,,,,,,S,,R
90371_5439,,R,,,S,,S,,S,,S,,S,,S,,S,S,,,S,,,,,,S,,,R
590_15106,R,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,S,,,S
590_14835,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_3151,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
90370_3501,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
59201_4210,,S,S,,,,,,S,,S,S,,,,,S,,,,,,,,,,,S,,S
90371_5438,,R,,,S,,S,,S,,R,,S,,S,,S,S,,,S,,,,,,S,,,R
590_12417,S,R,,,,S,,,S,,R,S,,,S,,,S,,,,,,,,,R,,,S
595_111,S,R,,,R,,,,,,S,S,,,S,S,,R,,,,,R,R,,,R,,S,
590_16757,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_4901,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
590_12555,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
149539_1593,S,S,,S,S,,S,,,,,S,,,,,S,,,,,,,,,,,,S,S
590_15036,S,R,,,,S,,,R,,R,S,,,R,,,S,,,,,,,,,R,,,R
28901_861,R,R,S,,,R,,R,R,,R,R,,,R,,,R,,,,,R,,R,,R,,,S
85569_139,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_3495,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
59201_4137,,S,S,,,,,,S,,S,S,,,,,S,,,,,,,,,,,S,,S
590_12239,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_3393,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
90371_2137,R,R,,,,S,,S,S,,R,S,,,,,,S,,,,,R,,R,,R,,,S
90370_4974,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2895,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
28901_16300,,R,,,,,,,S,,S,S,,,S,S,,S,,,,,R,,R,,R,,,S
85569_371,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,S,R,,,R,R,,R,
90370_3122,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
28901_16306,,R,,,,,,,S,,S,S,,,S,S,,S,,,,,R,,R,,R,,,S
90370_2498,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
590_12416,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_5486,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
399587_95,S,R,R,S,S,S,S,,S,,S,,,,S,,S,S,,,S,,,R,,,R,S,R,
54388_381,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
90370_3554,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_3026,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90371_5516,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
149391_38,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
595_124,S,S,,,S,,,,,,S,S,,,S,S,,R,,,,,R,R,,,R,,S,
90370_3535,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
85569_297,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,S,S,,,S,S,,S,
590_12495,R,R,,,,R,,,R,,S,S,,,S,,,S,,,,,,,,,R,,,S
90371_2130,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
90370_3388,S,R,S,,,S,,,R,,R,R,,,S,,S,,,,,,R,,,,S,,,R
54388_318,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
58712_95,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,R,,,S
590_15050,S,R,,,,S,,,S,,S,S,,,R,,,S,,,,,,,S,,R,,,S
590_17107,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_3207,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
90370_5518,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
90370_2771,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_2772,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_4887,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
85569_36,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
108619_39,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
54388_405,,S,S,,,,S,,S,,S,S,S,,S,,S,S,,,S,,,,,,S,,,S
90370_3399,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
108619_95,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,R
590_12304,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90371_5479,,R,,,S,,S,,S,,R,,S,,S,,S,S,,,S,,,,,,S,,,R
90370_2508,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
90371_5304,R,R,,,,,S,,S,,R,R,,,R,,,S,,S,,,,,,,,,S,
90370_2728,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90371_5412,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
85569_166,,R,,,,,,,,,S,S,,S,S,S,,R,S,,,S,S,,,R,S,,S,
590_12309,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
28901_16312,,R,,,,,,,S,,S,S,,,S,S,,S,,,,,R,,R,,R,,,S
590_12070,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_2952,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_2488,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_4132,,S,S,,,,S,,S,,S,S,,,S,,S,,,,,,,,,,S,,,S
90370_3497,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
595_119,S,S,,,S,,,,,,S,S,,,S,S,,R,,,,,R,R,,,R,,S,
590_12483,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_3395,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
85569_222,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,R,R,,,S,S,,S,
90370_3432,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_4801,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5492,,R,,,S,,S,,S,,R,,S,,S,,S,S,,,S,,,,,,S,,,R
590_12054,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
399587_64,S,R,S,S,S,S,S,,S,,S,,,,S,,S,S,,,S,,,R,,,R,S,R,
85569_208,,S,,,,,,,,,S,S,,S,,,,S,,,,S,S,,,S,S,,S,S
54388_197,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
399587_61,S,R,S,S,S,S,S,,S,,R,,,,S,,S,S,,,S,,,R,,,R,S,R,
90370_3401,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_5306,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
590_12477,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_3464,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
28901_8433,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,S
90371_2141,R,R,,,,R,,R,R,,S,S,,,,,,S,,,,,S,,S,,S,,,S
90370_3505,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
590_12222,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90371_6235,,S,,,,,,,,,S,,,,,R,,,,,,,S,,,,R,,,S
90370_3030,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
192955_355,,R,S,,,S,S,,S,,S,R,,,R,S,,R,S,,,R,R,,,R,R,,S,
590_12563,R,R,,,,R,,,R,,S,S,,,S,,,S,,,,,,,,,R,,,S
85569_302,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_4881,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_2930,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
85569_10,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
590_12068,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
28901_811,R,R,S,,,R,,R,R,,S,S,,,S,,,S,,,,,R,,S,,R,,,S
590_14685,R,R,,,,S,,,S,,R,S,,,S,,,S,,,,,,,,,R,,,S
85569_213,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
590_12485,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_3084,,S,,,,,,,S,,,R,,,,,,,,,,,,,,,,,,S
90370_4827,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
85569_193,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,S,S,,,S,S,,S,
90370_3478,,R,,,,,,,,S,R,R,,,,,,R,,,,,,,,,,,,R
90370_3483,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
85569_310,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_5553,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,
85569_376,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
590_12308,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
590_16106,S,S,,,,S,,,S,,R,S,,,S,,,S,,,,,,,S,,R,,,S
85569_33,,R,,,,,,,,,R,,,,,,,S,,,,,R,,,R,R,,S,
90371_5361,S,R,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
90371_5338,S,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,R,
590_12358,R,R,,,,R,,,R,,S,S,,,S,,,S,,,,,,,,,R,,,S
108619_156,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90371_5362,S,R,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
90370_4945,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
54388_198,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_3022,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_3143,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
590_12345,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
85569_63,,S,,,,,,,,,S,S,,S,S,R,,R,S,,,R,R,,,R,S,,R,
28901_1851,R,R,,,,R,,R,R,,S,,,,S,S,,,,,,,S,,S,,R,,,S
590_12516,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
595_148,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
85569_58,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_3117,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
85569_347,,S,,,,,,,,,S,,,,,,,S,,,,,S,,,S,S,,S,
115981_59,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_14330,R,R,,,,R,,,R,,R,S,,,S,,,S,,,,,,,,,R,,,S
90370_4949,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
28901_16263,,R,,,,,,S,,,,,,,S,,,,,,,,,,,,,,,S
28901_9235,,S,,,,,,,,,,S,,,,,,,,,,,,,,,,S,,S
590_14877,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
85569_239,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
192955_429,,S,S,,,S,S,,S,,S,S,,,S,S,,S,S,,,S,R,,,R,S,,S,
90371_2937,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_2721,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
85569_73,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
108619_155,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_2507,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
85569_52,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
28901_850,R,R,S,,,R,,R,R,,R,S,,,S,,,S,,,,,R,,R,,R,,,S
192955_395,,S,S,,,S,S,,S,,S,R,,,S,S,,R,S,,,S,S,,,S,S,,S,
90370_4973,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
59201_4077,,S,,S,S,,S,,S,,S,R,,,,,S,,,,R,,,,,,,,,S
28901_21068,,R,,,R,S,R,,,,,R,,,,,S,S,,,,,,,,,,,,R
28901_8434,,R,,,,,,,,,,S,,,,,,,,,,,,,,,,,,S
90370_4891,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
590_12494,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90371_5318,S,R,,,,,S,,S,,R,S,,,R,,,R,,S,,,,,,,,,R,
28901_21070,,R,,,R,S,S,,,,,R,,,,,S,S,,,,,,,,,,,,R
85569_102,,S,,,,,,,,,S,S,,S,S,S,,S,S,,,S,S,,,S,S,,S,
192955_443,,R,S,,,S,S,,S,,S,R,,,S,S,,R,S,,,R,R,,,R,R,,S,
90370_3439,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
54388_365,,S,S,,,,S,,S,,S,R,S,,S,,S,S,,,S,,,,,,S,,,S
85569_172,,R,,,,,,,,,R,S,,S,S,R,,S,S,,,R,R,,,R,R,,S,
90371_5302,R,R,,,,,S,,S,,R,S,,,R,,,S,,S,,,,,,,,,S,
59201_4084,,S,,S,S,,S,,S,,S,R,,,,,S,,,,R,,,,,,,,,S
90370_5474,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,R,,,,,,S,,,S
90370_2827,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_2759,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3578,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90371_2485,S,R,,,,S,,S,S,,S,S,,,,,,S,,,,,R,,S,,R,,,S
590_15470,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
90370_2505,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3544,,R,,,,,,,,S,R,R,,,,,,R,,,,,,,,,,,,R
90371_5413,R,S,,,,,S,,S,,S,S,,,S,,,S,,S,,,,,,,,,S,
590_15949,S,S,,,,S,,,S,,R,S,,,R,,,S,,,,,,,,,R,,,R
28901_10085,S,S,,,,S,,S,S,,S,,,,S,S,,,,,,,R,,R,,R,,,S
90370_2960,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_4798,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
108619_90,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
28901_10088,S,S,,,,S,,S,S,,S,,,,S,S,,,,,,,S,,S,,S,,,S
85569_270,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,R,
590_17003,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_4123,,S,S,,,,S,,S,,S,R,,,S,,,,,,R,,,,,,S,,,S
90370_3514,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
59201_4095,,S,,S,S,,S,,S,,S,R,,,,,S,,,,R,,,,,,,,,S
85569_228,,R,,,,,,,,,S,S,,S,S,S,,S,S,,,S,S,,,R,S,,S,
149391_26,R,R,S,,,R,,R,R,,S,S,,,R,,,S,,,,,S,,R,,S,,,R
486990_8,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12453,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
46626_36,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12532,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
590_16308,R,R,,,,S,,,S,,R,S,,,S,,,S,,,,,,,,,R,,,S
90370_3571,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
598_30,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
28901_10076,S,S,,,,S,,S,S,,S,,,,S,S,,,,,,,S,,S,,S,,,S
90370_3442,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
108619_87,R,R,,,,R,,R,R,,R,S,,,,,,S,,,,,R,,R,,R,,,S
590_12628,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90371_5469,,R,,,R,,S,,R,,R,,S,,S,,S,S,,,S,,,,,,R,,,R
590_14301,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
85569_155,,R,,,,,,,,,R,S,,S,S,R,,R,S,,,R,R,,,R,R,,S,
90371_5464,,R,,,R,,S,,R,,S,,S,,S,,S,S,,,S,,,,,,S,,,R
90370_595,,S,,,,,,,,,S,,,,S,S,,S,,,,S,,S,,,S,,S,
28901_10087,S,S,,,,S,,S,S,,S,,,,S,S,,,,,,,S,,R,,R,,,S
90370_4112,,S,S,,,,S,,S,,S,S,,,S,,S,,,,S,,,,,,S,,,S
590_12439,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
90370_2776,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_3189,,S,,,,,,,S,,S,S,,,,,,,,,,,,,,,,,,S
90370_5519,,R,S,,,,S,,S,,R,R,,,S,,,R,,,R,,,,,,R,,,R
54388_313,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
90370_2513,,S,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,S
59201_4116,,R,S,,,,,,R,,R,R,,,,,S,,,,,,,,,,,S,,R
90370_4819,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
595_155,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
85569_312,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_4916,,S,,,,,,,,S,S,R,,,,,,S,,,,,,,,,,,,S
85569_217,,R,,,,,,,,,R,S,,S,,,,S,,,,S,R,,,R,R,,S,S
90371_5308,S,R,,,,,S,,S,,R,R,,,R,,,R,,S,,,,,,,,,R,
90370_2780,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_12352,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_17038,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
590_12294,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
85569_80,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
54388_391,,S,S,,,,S,,S,,S,R,S,,S,,S,R,,,,,,,,,S,,,S
90371_5458,,R,,,R,,S,,R,,R,,S,,R,,S,S,,,R,,,,,,R,,,R
85569_337,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
1151179_4,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
590_12591,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
54388_22,,S,S,,,,,,,,S,S,,,,,,S,,,,S,S,,,S,S,,S,
54388_380,,S,S,,,,S,,S,,S,S,S,,S,,S,S,,,S,,,,,,S,,,S
90370_3129,,S,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
90370_4849,,S,,,,,,,,S,S,S,,,,,,R,,,,,,,,,,,,S
90370_4848,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
90370_2754,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
90370_2973,,R,,,,,,,S,,S,R,,,,,,,,,,,,,,,,,,S
85569_279,,R,,,,,,,,,R,S,,S,S,S,,S,S,,,R,R,,,R,R,,S,
90370_2815,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
590_15510,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
590_12520,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
590_12423,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,R,,,S
58095_48,S,R,R,,,S,,R,R,,R,S,,,R,,,S,,,,,R,,R,,R,,,R
28901_777,S,R,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,R,,R,,,R
590_12254,S,R,,,,S,,,S,,S,S,,,S,,,S,,,,,,,,,R,,,S
590_12387,S,S,,,,S,,,S,,S,S,,,S,,,S,,,,,,,S,,S,,,S
90370_2857,,R,,,,,,,S,,R,R,,,,,,,,,,,,,,,,,,R
598_27,S,S,S,,,S,,S,S,,S,S,,,S,,,S,,,,,S,,S,,S,,,S
90370_4944,,S,,,,,,,,S,S,R,,,,,,R,,,,,,,,,,,,S
399587_70,S,R,R,S,S,S,S,,S,,R,,,,S,,S,S,,,S,,,R,,,R,S,R,
