Genome ID,azithromycin,cefixime,cefpodoxime,ceftriaxone,ciprofloxacin,erythromycin,levofloxacin,penicillin,spectinomycin,tetracycline
485_17864,,S,,S,R,,R,,,
485_14875,S,,,S,S,,,S,S,S
485_14836,S,,,S,R,,,R,S,S
485_17040,S,,,S,R,,,R,S,S
485_6849,S,S,,S,S,,,,,
485_15490,S,S,,S,S,,,,,
485_4996,S,S,,S,S,,,,,
485_17669,S,,,S,S,,,S,S,S
485_8825,S,S,,S,,,,,,
485_4451,S,S,,S,R,,,,,
485_3647,R,S,,S,R,,,,,
485_5569,S,S,,S,S,,,,,
485_8362,S,S,,S,,,,,,
485_13548,S,,,S,S,,,S,S,S
485_4789,R,S,,S,,,,,,
485_8555,S,S,,S,S,,,,,
485_4812,R,S,,S,R,,,,,
485_4970,S,S,,S,R,,,,,
485_9599,S,S,,S,,,,,,
485_14219,S,,,S,S,,,R,S,S
485_14451,S,,,S,S,,,S,S,S
485_14962,S,,,S,R,,,S,S,S
485_5269,S,S,,S,R,,,,,
485_6955,S,,,,R,,,,,
485_853,S,S,,S,R,R,,R,S,R
485_15644,S,,,S,S,,,S,S,S
485_4024,S,S,,S,R,,,,,
485_13286,S,,,S,S,,,S,S,S
485_567,R,S,,S,,,,,,
485_3737,R,S,,S,R,,,,,
485_9334,S,S,,S,S,,,,,
485_15007,S,,,S,R,,,R,S,S
485_4485,R,S,,S,S,,,,,
485_14416,S,,,S,S,,,S,S,S
485_4347,S,S,,S,R,,,,,
485_559,R,S,,S,,,,,,
485_9670,S,,,S,S,,,R,S,S
485_6890,S,,,,R,,,,,
485_16570,S,,,S,R,,,R,S,S
485_5447,S,S,,S,R,,,,,
485_4183,R,S,,S,S,,,,,
485_3999,R,S,,S,R,,,,,
485_4282,S,S,,S,S,,,,,
485_15535,S,,,S,S,,,S,S,S
485_9028,S,S,,S,R,,,,,
485_5636,S,S,,S,R,,,,,
485_5207,S,S,,S,R,,,,,
485_4147,R,S,,S,S,,,,,
485_9252,S,S,,S,S,,,,,
485_4406,R,S,,S,S,,,,,
485_13009,S,,,S,R,,,S,S,S
485_9777,R,S,,S,S,,,,S,R
485_8699,S,S,,S,S,,,,,
485_14842,S,,,S,S,,,S,S,S
485_6818,R,,,,R,,,,,
485_9198,S,S,,S,S,,,,,
485_4856,S,S,,S,,,,,,
485_226,S,S,S,S,S,,,,S,R
485_7051,S,,,,R,,,,,
485_8878,S,S,,S,,,,,,
485_17755,,S,,S,R,,R,,,
485_14941,S,,,S,S,,,S,S,S
485_17607,R,,,S,S,,,S,S,S
485_7070,S,,,,S,,,,,
485_15446,S,S,,S,S,,,,,
485_3747,R,S,,S,R,,,,,
485_17642,S,,,S,S,,,S,S,S
485_9352,S,S,,S,R,,,,,
485_9017,S,S,,S,S,,,,,
485_5627,S,S,,S,S,,,,,
485_13007,S,,,S,R,,,S,S,S
485_9329,S,S,,S,,,,,,
485_8897,S,S,,S,S,,,,,
485_13640,S,,,S,S,,,S,S,S
485_14268,S,,,S,R,,,R,S,S
485_4990,S,S,,S,R,,,,,
485_766,S,S,,S,R,S,,R,S,R
485_4064,R,S,,S,,,,,,
485_3628,S,S,,S,R,,,,,
485_4771,S,S,,S,R,,,,,
485_8865,S,S,,S,S,,,,,
485_17534,S,,,S,S,,,S,S,S
485_4794,S,S,,S,,,,,,
485_3922,R,S,,S,R,,,,,
485_5469,S,S,,S,S,,,,,
485_9229,S,S,,S,S,,,,,
485_8758,S,S,,S,S,,,,,
485_9568,S,S,,S,R,,,,,
485_17643,S,,,S,S,,,R,S,S
485_17768,,S,,S,R,,R,,,
485_12973,S,,,S,R,,,R,S,S
485_13100,S,,,S,S,,,S,S,S
485_5668,S,S,,S,S,,,,,
485_9529,S,S,,S,R,,,,,
485_12930,S,,,S,R,,,S,S,S
485_17583,S,,,S,S,,,S,S,S
485_5501,S,S,,S,R,,,,,
485_15025,S,,,S,S,,,S,S,S
485_440,R,S,,S,,,,,,
485_12875,S,,,S,S,,,S,S,S
485_13288,S,,,S,S,,,R,S,S
485_833,S,S,,S,S,S,,R,S,R
485_5436,S,S,,S,S,,,,,
485_4912,R,,,,,,,,,
485_8726,S,S,,S,R,,,,,
485_5470,S,S,,S,R,,,,,
485_9490,S,S,,S,S,,,,,
485_13166,S,,,S,S,,,S,S,S
485_6814,S,,,,R,,,,,
485_4356,R,S,,S,R,,,,,
485_17568,S,,,S,R,,,S,S,S
485_9745,S,,,S,S,,,R,S,
485_14091,S,,,S,R,,,S,S,S
485_814,S,S,,S,R,R,,R,S,R
485_93,R,S,S,S,S,,,,S,R
485_8860,S,S,,S,S,,,,,
485_15659,S,,,S,R,,,R,S,S
485_7127,S,,,,R,,,,,
485_4127,S,S,,S,R,,,,,
485_17773,,S,,S,R,,R,,,
485_569,R,S,,S,,,,,,
485_9401,S,S,,S,S,,,,,
485_4244,R,S,,S,R,,,,,
485_14494,S,,,S,S,,,S,S,S
485_5638,S,S,,S,S,,,,,
485_15457,S,S,,S,S,,,,,
485_17511,S,,,S,S,,,S,S,S
485_13712,S,,,S,S,,,S,S,S
485_3972,R,S,,S,S,,,,,
485_8862,S,S,,S,S,,,,,
485_14088,S,,,S,S,,,S,S,S
485_5667,S,S,,S,S,,,,,
485_6785,S,,,,S,,,,,
485_13231,S,,,S,S,,,R,S,S
485_17460,S,,,S,S,,,S,S,S
485_8910,S,S,,S,S,,,,,
485_13210,R,,,S,S,,,S,S,S
485_13022,S,,,S,S,,,R,S,S
485_4801,S,S,,S,,,,,,
485_5549,S,S,,S,S,,,,,
485_5350,S,S,,S,S,,,,,
485_8887,S,S,,S,S,,,,,
485_4176,S,S,,S,R,,,,,
485_5162,S,S,,S,R,,,,,
485_3924,S,S,,S,R,,,,,
485_8962,S,S,,S,S,,,,,
485_213,S,S,R,S,R,,,,S,R
485_13570,S,,,S,S,,,S,S,S
485_17444,S,,,S,S,,,S,S,S
485_15455,S,S,,S,S,,,,,
485_8645,S,S,,S,R,,,,,
485_6936,S,,,,S,,,,,
485_8401,S,S,,S,S,,,,,
485_14452,S,,,S,S,,,S,S,S
485_580,R,S,,S,,,,,,
485_15559,S,,,S,S,,,S,S,S
485_121,S,S,S,S,S,,,,S,R
485_5132,S,S,,S,S,,,,,
485_14788,S,,,S,R,,,R,S,S
485_8901,S,S,,S,,,,,,
485_15050,S,,,S,R,,,R,S,
485_5398,S,S,,S,S,,,,,
485_4983,S,S,,S,S,,,,,
485_511,R,S,,S,,,,,,
485_141,S,S,S,S,R,,,,S,R
485_15574,S,,,S,R,,,S,S,S
485_6933,S,,,,S,,,,,
485_14956,S,,,S,R,,,S,S,
485_13522,R,,,S,S,,,S,S,S
485_13445,S,,,S,R,,,R,S,S
485_3653,S,S,,S,R,,,,,
485_8438,S,S,,S,S,,,,,
485_8332,S,S,,S,,,,,,
485_15662,S,,,S,S,,,S,S,S
485_7011,S,,,,R,,,,,
485_3929,S,S,,S,R,,,,,
485_3879,S,S,,S,S,,,,,
485_3964,R,S,,,,,,,,
485_414,S,S,,S,S,,,,,
485_14786,S,,,S,R,,,R,S,S
485_5007,S,S,,S,S,,,,,
485_8608,S,S,,S,S,,,,,
485_13622,R,,,S,S,,,S,S,S
485_5145,S,S,,S,R,,,,,
485_5197,S,S,,S,R,,,,,
485_9609,S,R,,R,,,,,,
485_8829,S,S,,S,R,,,,,
485_6738,S,,,,S,,,,,
485_8480,S,S,,S,R,,,,,
485_13307,S,,,S,S,,,S,S,S
485_819,S,S,,S,R,R,,R,S,R
485_3971,R,S,,S,R,,,,,
485_5557,R,S,,S,R,,,,,
485_321,R,S,,S,,,,,,
485_14832,S,,,S,R,,,S,S,S
485_8641,S,S,,S,,,,,,
485_14413,S,,,S,R,,,R,S,S
485_13558,S,,,S,S,,,S,S,S
485_17572,S,,,S,S,,,S,S,S
485_530,R,S,,S,,,,,,
485_712,S,S,,S,S,S,,S,S,S
485_449,S,S,,S,R,,,,,
485_14879,S,,,S,S,,,R,S,S
485_14985,S,,,S,S,,,S,S,S
485_17623,S,,,S,S,,,S,S,S
485_14538,S,,,S,R,,,R,S,S
485_14764,S,,,S,S,,,S,S,S
485_14314,S,,,S,R,,,R,S,
485_13503,S,,,S,S,,,S,S,S
485_8256,S,S,,S,S,,,,,
485_5544,S,S,,S,S,,,,,
485_17785,,R,,S,R,,R,,,
485_8391,S,S,,S,R,,,,,
485_4475,S,S,,S,R,,,,,
485_8344,S,S,,S,S,,,,,
485_5213,S,S,,S,S,,,,,
485_9444,S,S,,S,S,,,,,
485_14186,S,,,S,S,,,S,S,S
485_8547,S,S,,S,R,,,,,
485_356,R,S,,S,,,,,,
485_13275,S,,,S,S,,,S,S,S
485_4880,S,S,,S,,,,,,
485_8272,S,S,,S,S,,,,,
485_13268,S,,,S,S,,,S,S,S
485_4992,S,S,,S,R,,,,,
485_16961,S,,,S,R,,,S,S,S
485_14080,S,,,S,R,,,R,S,S
485_5242,S,S,,S,S,,,,,
485_16379,S,,,S,S,,,S,S,S
485_9408,S,S,,S,S,,,,,
485_8602,S,S,,S,R,,,,,
485_5135,S,S,,S,R,,,,,
485_8841,S,S,,S,R,,,,,
485_14916,S,,,S,S,,,S,S,S
485_15492,S,S,,S,S,,,,,
485_9142,S,S,,S,S,,,,,
485_8831,S,S,,S,R,,,,,
485_115,S,S,R,S,R,,,,S,R
485_5047,S,S,,S,R,,,,,
485_4765,S,S,,S,,,,,,
485_15639,R,,,S,R,,,R,S,S
485_14280,S,,,S,R,,,R,S,
485_15441,S,S,,S,S,,,,,
485_9674,S,,,S,R,,,R,S,S
485_14947,S,,,S,S,,,S,S,S
485_5172,S,S,,S,R,,,,,
485_13036,S,,,S,S,,,R,S,S
485_17889,S,S,,S,S,,,,,
485_5184,S,S,,S,R,,,,,
485_14447,S,,,S,S,,,R,S,S
485_4864,S,S,,S,R,,,,,
485_5466,S,S,,S,S,,,,,
485_8321,S,S,,S,S,,,,,
485_9510,S,S,,S,,,,,,
485_16470,S,,,S,R,,,R,S,S
485_9000,S,S,,S,R,,,,,
485_15495,S,S,,S,S,,,,,
485_8474,S,S,,S,S,,,,,
485_8392,S,S,,S,S,,,,,
485_4135,S,S,,S,S,,,,,
485_9217,S,S,,S,S,,,,,
485_14486,S,,,S,S,,,S,S,S
485_15434,S,S,,S,R,,,,,
485_15031,S,,,S,R,,,R,S,
485_9770,S,S,,S,R,,,,S,R
485_8997,S,S,,S,R,,,,,
485_9161,S,S,,S,S,,,,,
485_17030,S,,,S,R,,,R,S,
485_3629,R,S,,S,S,,,,,
485_15684,S,,,S,R,,,R,S,S
485_8385,S,S,,S,S,,,,,
485_13929,S,,,S,S,,,S,S,S
485_9137,S,S,,S,,,,,,
485_4938,R,,,,R,,,,,
485_4846,S,S,,S,R,,,,,
485_5121,R,S,,S,R,,,,,
485_3829,R,S,,S,R,,,,,
485_5450,S,S,,S,S,,,,,
485_15043,S,,,S,S,,,S,S,S
485_12968,R,,,S,R,,,R,S,S
485_4164,R,S,,S,R,,,,,
485_13144,S,,,S,S,,,S,S,S
485_17769,,R,,S,R,,R,,,
485_9082,S,S,,S,R,,,,,
485_6816,S,,,,S,,,,,
485_4971,S,S,,R,R,,,,,
485_5309,S,S,,S,S,,,,,
485_9036,S,S,,S,S,,,,,
485_9205,S,S,,S,R,,,,,
485_5488,S,S,,S,S,,,,,
485_13526,S,,,S,R,,,R,S,S
485_7033,S,,,,S,,,,,
485_15638,S,,,S,S,,,S,S,S
485_17455,S,,,S,R,,,S,S,S
485_5412,S,S,,S,S,,,,,
485_8280,S,S,,S,S,,,,,
485_12923,S,,,S,S,,,S,S,S
485_15637,S,,,S,S,,,S,S,S
485_17804,,S,,S,R,,R,,,
485_3811,S,S,,S,R,,,,,
485_12893,S,,,S,R,,,R,S,S
485_14690,S,,,S,S,,,S,S,S
485_89,S,S,S,S,S,,,,S,R
485_3783,S,S,,S,,,,,,
485_4266,R,S,,S,R,,,,,
485_8675,S,S,,S,S,,,,,
485_8253,S,S,,S,S,,,,,
485_813,S,S,,S,R,R,,R,S,R
485_15467,,S,,S,S,,,,,
485_17782,,R,,S,R,,R,,,
485_12922,S,,,S,R,,,S,S,S
485_13546,S,,,S,S,,,S,S,S
485_6990,S,,,,S,,,,,
485_8570,R,S,,S,,,,,,
485_15612,S,,,S,S,,,S,S,S
485_3746,S,S,,S,R,,,,,
485_4398,S,S,,S,S,,,,,
485_12907,S,,,S,R,,,R,S,S
485_5568,R,S,,S,R,,,,,
485_3637,S,S,,S,S,,,,,
485_13256,S,,,S,R,,,R,S,
485_15606,R,,,S,S,,,S,S,S
485_13011,R,,,S,S,,,S,S,S
485_15462,S,S,,S,S,,,,,
485_5305,S,S,,S,R,,,,,
485_8928,S,S,,S,S,,,,,
485_8788,S,S,,S,R,,,,,
485_14949,S,,,S,S,,,S,S,S
485_8550,S,S,,S,S,,,,,
485_7095,S,,,,S,,,,,
485_8503,S,S,,S,S,,,,,
485_13500,S,,,S,S,,,S,S,S
485_4469,R,S,,S,R,,,,,
485_4848,R,S,,S,,,,,,
485_13506,S,,,S,R,,,S,S,S
485_820,S,S,,S,R,R,,R,S,R
485_14847,S,,,S,R,,,R,S,S
485_5655,S,S,,S,R,,,,,
485_14070,S,,,S,R,,,S,S,S
485_4920,R,,,,,,,,,
485_8475,S,S,,S,S,,,,,
485_3893,R,S,,S,R,,,,,
485_13192,S,,,S,S,,,S,S,S
485_15016,S,,,S,S,,,S,S,S
485_14089,S,,,S,S,,,S,S,S
485_15643,S,,,S,R,,,R,S,
485_5482,S,S,,S,S,,,,,
485_5200,S,S,,S,R,,,,,
485_13236,S,,,S,R,,,S,S,S
485_4421,R,S,,S,R,,,,,
485_4315,,S,,S,S,,,,,
485_4302,R,S,,S,S,,,,,
485_4236,S,S,,S,S,,,,,
485_7014,S,,,,R,,,,,
485_3681,S,S,,S,S,,,,,
485_6808,S,,,,S,,,,,
485_8727,S,S,,S,R,,,,,
485_14565,S,,,S,R,,,R,S,
485_9760,S,S,,S,R,,,,S,R
485_762,S,S,,S,S,S,,S,S,S
485_13212,R,,,S,S,,,S,S,S
485_5439,S,S,,S,S,,,,,
485_9684,R,,,S,S,,,R,S,S
485_8378,S,S,,S,R,,,,,
485_8651,S,S,,S,S,,,,,
485_4986,S,S,,S,S,,,,,
485_13348,S,,,S,S,,,S,S,S
485_13175,S,,,S,R,,,R,S,
485_14769,S,,,S,S,,,S,S,S
485_17778,,R,,S,R,,R,,,
485_4303,S,S,,S,R,,,,,
485_5608,S,S,,S,R,,,,,
485_9687,S,,,S,S,,,R,S,S
485_9311,S,S,,S,R,,,,,
485_8413,S,S,,S,R,,,,,
485_14904,R,,,S,S,,,S,S,S
485_13408,S,,,S,R,,,R,S,S
485_14303,S,,,S,S,,,S,S,S
485_4254,S,S,,S,R,,,,,
485_7017,S,,,,S,,,,,
485_13771,S,,,S,S,,,S,S,S
485_843,S,S,,S,R,R,,R,S,R
485_8276,S,S,,S,,,,,,
485_15678,S,,,S,R,,,R,S,S
485_14047,S,,,S,S,,,S,S,S
485_6854,S,S,,S,S,,,,,
485_7076,S,,,,S,,,,,
485_4021,S,S,,S,S,,,,,
485_13176,R,,,S,S,,,S,S,S
485_17469,S,,,S,R,,,R,S,
485_13039,S,,,S,R,,,R,S,S
485_404,R,S,,S,S,,,,,
485_3636,S,S,,S,S,,,,,
485_12877,R,,,S,S,,,S,S,S
485_5679,S,S,,S,R,,,,,
485_14120,S,,,S,R,,,R,S,
485_5302,S,S,,S,R,,,,,
485_8357,S,S,,S,S,,,,,
485_14980,S,,,S,S,,,S,S,S
485_12898,S,,,S,S,,,S,S,S
485_5000,S,S,,S,R,,,,,
485_9480,S,S,,S,,,,,,
485_13099,R,,,S,S,,,S,S,S
485_14058,S,,,S,S,,,S,S,S
485_748,S,S,,S,R,R,,,S,R
485_9057,S,S,,S,R,,,,,
485_15435,S,S,,S,R,,,,,
485_8712,S,S,,S,R,,,,,
485_17783,,S,,S,R,,R,,,
485_5186,S,S,,S,S,,,,,
485_16569,S,,,S,R,,,R,S,
485_6926,S,,,,R,,,,,
485_5339,S,S,,S,S,,,,,
485_5128,S,S,,S,S,,,,,
485_4238,S,S,,S,R,,,,,
485_14887,S,,,S,S,,,S,S,S
485_9035,S,S,,S,S,,,,,
485_4115,R,S,,S,R,,,,,
485_4860,S,S,,S,,,,,,
485_13405,S,,,S,S,,,R,S,S
485_9171,S,S,,S,,,,,,
485_14515,S,,,S,S,,,S,S,S
485_14806,S,,,S,S,,,S,S,S
485_14035,S,,,S,S,,,S,S,S
485_5277,S,S,,S,S,,,,,
485_9448,S,S,,S,R,,,,,
485_4831,S,S,,S,,,,,,
485_44,S,S,,S,S,,,,,
485_545,R,S,,S,,,,,,
485_4189,S,S,,,R,,,,,
485_14344,S,,,S,S,,,S,S,S
485_7020,S,,,,S,,,,,
485_8986,S,S,,S,R,,,,,
485_8626,S,S,,S,S,,,,,
485_167,S,S,S,S,R,,,,S,R
485_14539,S,,,S,S,,,S,S,S
485_13802,S,,,S,S,,,S,S,S
485_4116,S,S,,S,R,,,,,
485_16633,S,,,S,S,,,R,S,S
485_7091,S,,,,S,,,,,
485_14456,S,,,S,R,,,R,S,S
485_575,R,S,,S,,,,,,
485_14184,S,,,S,S,,,S,S,S
485_7079,S,,,,S,,,,,
485_8607,S,S,,S,,,,,,
485_16419,S,,,S,S,,,S,S,S
485_13550,S,,,S,S,,,R,S,S
485_8837,S,S,,S,R,,,,,
485_14119,S,,,S,S,,,S,S,S
485_17812,,S,,S,R,,R,,,
485_8845,S,S,,S,S,,,,,
485_13314,S,,,S,R,,,S,S,S
485_16963,S,,,S,R,,,R,S,S
485_4861,S,S,,S,,,,,,
485_9308,S,S,,S,,,,,,
485_6823,S,,,,S,,,,,
485_8885,S,S,,S,R,,,,,
485_14315,S,,,S,S,,,S,S,S
485_4016,S,S,,S,R,,,,,
485_13969,S,,,S,S,,,S,S,S
485_9764,,S,,S,S,,,,S,R
485_17501,S,,,S,S,,,S,S,S
485_5414,S,S,,S,S,,,,,
485_9608,S,R,,R,,,,,,
485_9166,S,S,,S,,,,,,
485_16572,S,,,S,S,,,S,S,S
485_4444,S,S,,S,R,,,,,
485_14262,S,,,S,R,,,S,S,S
485_4366,R,S,,S,R,,,,,
485_8465,S,S,,S,,,,,,
485_15045,S,,,S,R,,,R,S,S
485_3759,R,S,,S,R,,,,,
485_9479,S,S,,S,,,,,,
485_6987,S,S,,S,S,,,,,
485_464,R,S,,S,,,,,,
485_13576,R,,,S,S,,,S,S,S
485_14891,S,,,S,S,,,S,S,S
485_5392,S,S,,S,S,,,,,
485_8954,S,S,,S,,,,,,
485_738,S,R,,S,R,S,,R,S,R
485_565,R,S,,S,,,,,,
485_312,R,S,,S,,,,,,
485_13742,S,,,S,R,,,R,S,S
485_15410,S,S,,S,S,,,,,
485_8949,S,S,,S,,,,,,
485_5644,S,S,,S,S,,,,,
485_16458,S,,,S,R,,,R,S,S
485_4059,S,S,,S,S,,,,,
485_4089,R,S,,S,R,,,,,
485_14964,S,,,S,S,,,S,S,S
485_13037,S,,,S,S,,,S,S,S
485_6826,S,,,,S,,,,,
485_8528,S,S,,S,S,,,,,
485_17473,S,,,S,S,,,S,S,S
485_3795,R,S,,S,S,,,,,
485_100,S,S,R,S,R,,,,S,R
485_541,R,S,,S,,,,,,
485_3941,R,S,,S,R,,,,,
485_14845,S,,,S,R,,,S,S,S
485_5241,S,S,,S,S,,,,,
485_9114,S,S,,S,S,,,,,
485_8702,S,S,,S,R,,,,,
485_13963,S,,,S,S,,,S,S,S
485_239,S,S,S,S,R,,,,S,R
485_4867,R,S,,S,R,,,,,
485_5664,S,S,,S,R,,,,,
485_13829,S,,,S,R,,,R,S,S
485_9275,S,S,,S,S,,,,,
485_9202,S,S,,S,R,,,,,
485_15010,S,,,S,S,,,S,S,S
485_8682,S,S,,S,,,,,,
485_4204,R,S,,S,S,,,,,
485_91,S,S,S,S,R,,,,S,R
485_8294,S,S,,S,S,,,,,
485_13337,S,,,S,R,,,S,S,S
485_17679,S,,,S,S,,,S,S,S
485_9083,S,S,,S,S,,,,,
485_15020,S,,,S,S,,,R,S,S
485_9613,R,S,,S,,,,,,
485_4336,S,S,,S,R,,,,,
485_13898,S,,,S,S,,,S,S,S
485_3752,R,S,,S,S,,,,,
485_17734,,S,,S,S,,S,,,
485_15623,S,,,S,S,,,S,S,S
485_5377,S,S,,S,S,,,,,
485_7732,S,S,,S,S,,,R,S,R
485_14320,S,,,S,S,,,S,S,S
485_8375,S,S,,S,R,,,,,
485_13893,S,,,S,S,,,S,S,S
485_3661,S,S,,S,R,,,,,
485_488,R,S,,S,,,,,,
485_5104,S,S,,S,S,,,,,
485_9070,S,S,,S,S,,,,,
485_5318,S,S,,S,S,,,,,
485_15685,S,,,S,S,,,S,S,S
485_14834,S,,,S,S,,,S,S,S
485_8366,S,S,,S,R,,,,,
485_9192,S,S,,S,S,,,,,
485_4868,R,S,,S,R,,,,,
485_14247,S,,,S,S,,,S,S,S
485_5275,S,S,,S,R,,,,,
485_8333,S,S,,S,R,,,,,
485_573,R,S,,S,,,,,,
485_13409,S,,,S,R,,,R,S,
485_4838,S,S,,S,,,,,,
485_13877,R,,,S,S,,,S,S,S
485_4161,R,S,,S,S,,,,,
485_6977,S,,,,S,,,,,
485_9398,S,S,,S,,,,,,
485_15488,S,S,,S,S,,,,,
485_15630,S,,,S,S,,,S,S,S
485_6839,S,,,,S,,,,,
485_4095,S,S,,S,S,,,,,
485_9573,S,S,,S,R,,,,,
485_14376,S,,,S,R,,,R,S,
485_5285,S,S,,S,R,,,,,
485_17869,,S,,S,R,,R,,,
485_512,R,S,,S,,,,,,
485_9116,S,S,,S,R,,,,,
485_15426,S,S,,S,S,,,,,
485_3955,S,,,S,S,,,,,
485_8738,S,S,,S,S,,,,,
485_14537,S,,,S,R,,,S,S,S
485_5430,S,S,,S,R,,,,,
485_494,R,S,,S,,,,,,
485_13258,S,,,S,S,,,S,S,S
485_4225,R,S,,S,S,,,,,
485_795,S,S,,S,R,R,,R,S,R
485_13566,S,,,S,S,,,S,S,S
485_9008,S,S,,S,S,,,,,
485_13167,S,,,S,S,,,S,S,S
485_9255,S,S,,S,R,,,,,
485_8620,S,S,,S,R,,,,,
485_4072,S,S,,S,R,,,,,
485_8592,S,S,,S,S,,,,,
485_14761,S,,,S,S,,,S,S,S
485_6761,S,,,,R,,,,,
485_4813,R,S,,S,R,,,,,
485_15629,S,,,S,S,,,S,S,S
485_3615,R,S,,S,R,,,,,
485_9174,S,S,,S,S,,,,,
485_13658,S,,,S,S,,,S,S,S
485_9037,S,S,,S,S,,,,,
485_4482,R,S,,S,R,,,,,
485_14856,S,,,S,S,,,S,S,S
485_4435,R,S,,S,R,,,,,
485_14463,S,,,S,R,,,R,S,
485_14199,S,,,S,S,,,R,S,S
485_4196,S,S,,S,R,,,,,
485_4265,R,S,,S,S,,,,,
485_4431,R,S,,S,R,,,,,
485_14923,S,,,S,S,,,S,S,S
485_3883,R,S,,S,R,,,,,
485_6791,S,S,,S,R,,,,,
485_14286,S,,,S,R,,,S,S,S
485_8525,S,S,,S,S,,,,,
485_8553,S,S,,S,S,,,,,
485_17863,,S,,S,R,,R,,,
485_8913,S,S,,S,S,,,,,
485_3847,R,S,,S,R,,,,,
485_5364,S,S,,S,R,,,,,
485_15451,S,S,,S,S,,,,,
485_13711,S,,,S,S,,,S,S,S
485_14510,S,,,S,S,,,S,S,S
485_4085,S,S,,S,S,,,,,
485_706,S,S,,S,S,R,,R,S,R
485_9243,S,S,,S,S,,,,,
485_12939,S,,,S,R,,,R,S,S
485_3915,S,S,,S,R,,,,,
485_9614,S,R,,S,,,,,,
485_5598,S,S,,S,S,,,,,
485_9301,S,S,,S,,,,,,
485_13054,S,,,S,R,,,R,S,S
485_14404,S,,,S,R,,,R,S,S
485_13207,S,,,S,S,,,S,S,S
485_15442,S,S,,S,S,,,,,
485_8506,S,S,,S,S,,,,,
485_13909,S,,,S,S,,,S,S,S
485_8717,S,S,,S,,,,,,
485_4278,R,S,,S,S,,,,,
485_709,S,S,,S,R,R,,R,S,R
485_14050,S,,,S,S,,,S,S,S
485_15538,S,,,S,S,,,S,S,S
485_8931,S,S,,S,S,,,,,
485_8983,S,S,,S,S,,,,,
485_15406,S,S,,S,S,,,,,
485_14053,S,,,S,R,,,R,S,
485_405,R,S,,S,S,,,,,
485_4425,R,S,,S,S,,,,,
485_13311,S,,,S,R,,,R,S,S
485_14038,S,,,S,S,,,S,S,S
485_7024,S,,,,S,,,,,
485_8794,S,S,,S,R,,,,,
485_8674,S,S,,S,R,,,,,
485_16673,S,,,S,R,,,S,S,S
485_17822,,S,,S,R,,R,,,
485_8376,S,S,,S,S,,,,,
485_15503,S,S,,S,S,,,,,
485_8597,S,S,,S,,,,,,
485_13912,S,,,S,S,,,S,S,S
485_13351,S,,,S,S,,,R,S,S
485_593,R,S,,S,,,,,,
485_5090,S,S,,S,R,,,,,
485_7097,S,,,,R,,,,,
485_8364,S,S,,S,S,,,,,
485_8716,S,S,,S,,,,,,
485_8780,S,S,,S,S,,,,,
485_8606,S,S,,S,S,,,,,
485_9707,S,,,S,S,,,R,S,
485_8248,S,S,,S,R,,,,,
485_5640,S,S,,S,S,,,,,
485_15475,S,S,,S,S,,,,,
485_8098,R,,,R,R,,,R,S,R
485_8993,S,S,,S,,,,,,
485_5271,S,S,,S,R,,,,,
485_13136,R,,,S,S,,,S,S,S
485_5856,S,S,,S,R,,,,,
485_5515,S,S,,S,R,,,,,
485_13001,S,,,S,S,,,S,S,S
485_9265,S,S,,S,S,,,,,
485_5146,S,S,,S,S,,,,,
485_14241,S,,,S,R,,,S,S,S
485_9043,S,S,,S,S,,,,,
485_4047,S,S,,S,R,,,,,
485_13401,S,,,S,S,,,S,S,S
485_216,S,S,R,S,R,,,,S,R
485_7029,S,,,,S,,,,,
485_5580,S,S,,S,S,,,,,
485_8907,S,S,,S,,,,,,
485_801,S,S,,S,R,R,,R,S,R
485_8417,S,S,,S,R,,,,,
485_5351,S,S,,S,R,,,,,
485_8943,S,S,,S,R,,,,,
485_4919,R,,,,,,,,,
485_5087,S,S,,S,R,,,,,
485_17799,,S,,S,R,,R,,,
485_6762,S,,,,S,,,,,
485_14338,S,,,S,R,,,R,S,S
485_391,S,S,,S,S,,,,,
485_735,S,S,,S,R,R,,R,S,R
485_15628,S,,,S,R,,,R,S,S
485_9214,S,S,,S,R,,,,,
485_3949,R,S,,S,R,,,,,
485_15523,R,,,S,S,,,R,S,S
485_8631,S,S,,S,S,,,,,
485_453,R,S,,S,,,,,,
485_6957,S,,,,S,,,,,
485_8389,S,S,,S,S,,,,,
485_8371,S,S,,S,S,,,,,
485_15613,S,,,S,S,,,R,S,S
485_16974,S,,,S,R,,,R,S,
485_8646,S,S,,S,S,,,,,
485_13067,R,,,S,S,,,S,S,S
485_14983,S,,,S,R,,,S,S,S
485_7085,S,,,,S,,,,,
485_5393,S,S,,S,S,,,,,
485_4975,S,S,,S,R,,,,,
485_8732,S,S,,S,R,,,,,
485_17760,,R,,S,R,,R,,,
485_12933,S,,,S,R,,,R,S,S
485_809,S,S,,S,S,S,,R,S,R
485_14401,S,,,S,R,,,R,S,S
485_8317,S,S,,S,S,,,,,
485_13249,S,,,S,S,,,R,S,S
485_13382,S,,,S,S,,,S,S,S
485_9503,S,S,,S,S,,,,,
485_5283,S,S,,S,R,,,,,
485_9741,S,,,S,S,,,R,S,
485_6789,S,,,,S,,,,,
485_3831,R,S,,S,S,,,,,
485_3935,R,S,,S,R,,,,,
485_8869,S,S,,S,R,,,,,
485_497,R,S,,S,,,,,,
485_6980,S,,,,R,,,,,
