Genome ID,azithromycin,cefixime,cefpodoxime,ceftriaxone,ciprofloxacin,erythromycin,levofloxacin,penicillin,spectinomycin,tetracycline
485_109,S,S,R,S,R,,,,S,R
485_8835,S,S,,S,S,,,,,
485_13456,S,,,S,S,,,R,S,S
485_96,S,S,S,S,S,,,,S,R
485_526,R,S,,S,,,,,,
485_14307,R,,,S,S,,,S,S,S
485_13350,S,,,S,S,,,S,S,S
485_16567,S,,,S,S,,,S,S,S
485_13775,S,,,S,S,,,S,S,S
485_17828,,S,,S,R,,R,,,
485_4144,S,S,,S,R,,,,,
485_15012,S,,,S,S,,,S,S,S
485_8616,S,S,,S,S,,,,,
485_9547,S,S,,S,R,,,,,
485_15511,S,,,S,S,,,S,S,S
485_13915,S,,,S,R,,,R,S,
485_9358,S,S,,S,,,,,,
485_13547,S,,,S,S,,,S,S,S
485_14524,S,,,S,S,,,S,S,S
485_4357,S,S,,S,R,,,,,
485_8859,S,S,,S,S,,,,,
485_5538,S,S,,S,S,,,,,
485_14056,R,,,S,S,,,S,S,S
485_14197,S,,,S,S,,,S,S,S
485_14507,S,,,S,R,,,S,S,S
485_4947,R,,,,R,,,,,
485_3871,R,S,,S,R,,,,,
485_786,S,S,,S,R,R,,R,S,R
485_8351,S,S,,S,R,,,,,
485_13165,S,,,S,S,,,S,S,S
485_9005,S,S,,S,S,,,,,
485_4162,R,,,S,R,,,,,
485_784,S,S,,S,S,S,,R,S,S
485_8838,S,S,,S,S,,,,,
485_15424,S,S,,S,R,,,,,
485_8765,S,S,,S,S,,,,,
485_6800,S,,,,R,,,,,
485_5058,S,S,,S,R,,,,,
485_7920,S,S,,S,S,,,R,S,R
485_5147,S,S,,S,S,,,,,
485_177,S,S,S,S,R,,,,S,R
485_12885,S,,,S,R,,,R,S,S
485_4093,R,S,,S,R,,,,,
485_9615,S,S,,S,,,,,,
485_5400,S,S,,S,S,,,,,
485_13807,S,,,S,S,,,S,S,S
485_8302,S,S,,S,S,,,,,
485_4378,R,S,,S,R,,,,,
485_9721,S,,,S,R,,,R,S,R
485_9513,S,S,,S,S,,,,,
485_5141,S,S,,S,R,,,,,
485_5418,S,S,,S,S,,,,,
485_15544,S,,,S,S,,,S,S,S
485_13163,S,,,S,S,,,S,S,S
485_87,S,S,S,S,R,,,,S,R
485_770,S,S,,S,R,R,,R,S,R
485_9351,S,S,,S,S,,,,,
485_4319,S,S,,S,R,,,,,
485_8797,S,S,,S,S,,,,,
485_4999,S,S,,S,S,,,,,
485_14506,S,,,S,S,,,S,S,S
485_14317,S,,,S,R,,,S,S,S
485_200,S,S,S,S,R,,,,S,R
485_7108,S,,,,R,,,,,
485_4965,S,S,,S,R,,,,,
485_13708,S,,,S,S,,,S,S,S
485_5537,R,S,,S,S,,,,,
485_13320,R,,,S,S,,,S,S,S
485_13955,S,,,S,S,,,R,S,S
485_16767,S,,,S,R,,,R,S,S
485_13614,S,,,S,R,,,S,S,S
485_149,S,S,R,S,R,,,,S,R
485_7066,S,,,,S,,,,,
485_5658,S,S,,S,S,,,,,
485_9197,S,S,,S,R,,,,,
485_17736,,S,,S,R,,R,,,
485_15449,S,S,,S,S,,,,,
485_4195,R,S,,S,S,,,,,
485_13596,R,,,S,S,,,S,S,S
485_14391,S,,,S,R,,,R,S,S
485_54,S,S,R,S,R,,,,S,R
485_839,S,S,,S,R,R,,R,S,R
485_5423,S,S,,S,S,,,,,
485_9562,S,S,,S,R,,,,,
485_4199,R,S,,S,R,,,,,
485_3087,S,R,,R,R,,,R,S,R
485_13290,S,,,S,R,,,S,S,S
485_8353,S,S,,S,R,,,,,
485_9065,S,S,,S,S,,,,,
485_7046,S,S,,S,S,,,,,
485_8834,S,S,,S,R,,,,,
485_8604,S,S,,S,S,,,,,
485_14901,S,,,S,S,,,S,S,S
485_13046,S,,,S,S,,,S,S,S
485_9686,S,,,S,S,,,R,S,S
485_13663,S,,,S,S,,,S,S,S
485_13847,S,,,S,R,,,S,S,
485_9430,S,S,,S,,,,,,
485_9706,S,,,S,R,,,R,S,
485_9108,S,S,,S,S,,,,,
485_718,S,S,,S,R,R,,R,S,R
485_8484,S,S,,S,S,,,,,
485_4874,R,S,,S,R,,,,,
485_17551,S,,,S,R,,,S,S,S
485_3667,R,S,,S,S,,,,,
485_106,S,S,S,S,S,,,,S,R
485_9154,S,S,,S,S,,,,,
485_110,S,S,S,S,R,,,,S,R
485_13884,S,,,S,S,,,R,S,S
485_14481,S,,,S,S,,,S,S,S
485_14548,S,,,S,S,,,S,S,S
485_8268,S,S,,S,R,,,,,
485_3909,S,S,,S,S,,,,,
485_15667,S,,,S,R,,,R,S,S
485_5356,S,S,,S,S,,,,,
485_13938,S,,,S,R,,,R,S,
485_13372,S,,,S,R,,,R,S,S
485_15571,S,,,S,S,,,S,S,S
485_9200,S,S,,S,R,,,,,
485_13184,S,,,S,R,,,S,S,S
485_13574,S,,,S,R,,,R,S,
485_4818,R,S,,S,,,,,,
485_4253,R,S,,S,R,,,,,
485_188,R,S,S,S,S,,,,S,R
485_14052,S,,,S,S,,,S,S,S
485_7041,S,,,,S,,,,,
485_5081,S,S,,S,S,,,,,
485_6819,S,,,,S,,,,,
485_9268,S,S,,S,S,,,,,
485_13222,R,,,S,S,,,S,S,S
485_15047,S,,,S,R,,,R,S,S
485_14839,S,,,S,S,,,S,S,S
485_8991,S,S,,S,,,,,,
485_848,S,S,,S,R,R,,R,S,R
485_13220,S,,,S,S,,,R,S,S
485_14282,S,,,S,S,,,S,S,S
485_17614,S,,,S,S,,,S,S,S
485_825,S,S,,S,S,S,,R,S,R
485_13496,S,,,S,S,,,R,S,S
485_8415,S,S,,S,S,,,,,
485_13934,S,,,S,S,,,S,S,S
485_4840,R,S,,S,,,,,,
485_17681,S,,,S,S,,,S,S,S
485_5171,S,S,,S,R,,,,,
485_3914,S,S,,S,R,,,,,
485_8473,S,S,,S,R,,,,,
485_5109,S,S,,S,S,,,,,
485_13668,S,,,S,S,,,S,S,S
485_59,S,S,S,S,S,,,,S,R
485_17818,,S,,S,R,,R,,,
485_8813,S,S,,S,S,,,,,
485_13143,S,,,S,R,,,R,S,S
485_4283,R,S,,S,R,,,,,
485_13727,S,,,S,S,,,S,S,S
485_13671,S,,,S,R,,,R,S,S
485_16416,R,,,S,S,,,S,S,S
485_703,S,,,,,S,,,S,R
485_4313,R,S,,S,R,,,,,
485_5129,S,S,,S,R,,,,,
485_14888,S,,,S,S,,,S,S,S
485_266,S,S,S,S,R,,,,S,R
485_8935,S,S,,S,R,,,,,
485_5857,S,S,,S,S,,,,,
485_7062,S,,,,S,,,,,
485_16378,S,,,S,S,,,S,S,S
485_4415,R,S,,S,S,,,,,
485_9379,S,S,,S,,,,,,
485_7123,S,,,,S,,,,,
485_14563,R,,,S,S,,,S,S,S
485_5402,S,S,,S,S,,,,,
485_16867,S,,,S,R,,,R,S,S
485_9533,S,S,,S,R,,,,,
485_8470,S,S,,S,S,,,,,
485_14064,S,,,S,S,,,S,S,S
485_185,S,S,S,S,S,,,,S,R
485_13322,S,,,S,R,,,S,S,S
485_14828,S,,,S,R,,,R,S,
485_13063,S,,,S,R,,,R,S,S
485_9723,S,,,S,R,,,R,S,
485_14469,R,,,S,S,,,R,S,S
485_396,S,S,,S,R,,,,,
485_13822,R,,,S,R,,,R,S,S
485_16736,S,,,S,R,,,R,S,S
485_16959,S,,,S,R,,,R,S,S
485_14060,R,,,S,S,,,S,S,S
485_125,S,S,S,S,R,,,,S,R
485_9165,S,S,,S,S,,,,,
485_7893,S,S,,S,S,,,R,S,S
485_5553,S,S,,S,R,,,,,
485_5264,S,S,,S,R,,,,,
485_6851,S,S,,S,S,,,,,
485_15621,S,,,S,S,,,S,S,S
485_6756,S,,,,R,,,,,
485_9496,S,S,,S,,,,,,
485_5497,S,S,,S,S,,,,,
485_13527,S,,,S,S,,,S,S,S
485_13838,S,,,S,S,,,S,S,S
485_3926,S,S,,S,S,,,,,
485_5278,S,S,,S,S,,,,,
485_17576,S,,,S,S,,,S,S,S
485_5319,S,S,,S,S,,,,,
485_14392,S,,,S,R,,,R,S,
485_5607,S,S,,S,R,,,,,
485_6983,S,,,,S,,,,,
485_17626,S,,,S,R,,,S,S,S
485_4006,R,S,,S,R,,,,,
485_9104,S,S,,S,S,,,,,
485_14302,S,,,S,S,,,S,S,S
485_13467,S,,,S,S,,,S,S,S
485_7731,S,S,,S,S,,,R,S,R
485_838,S,S,,S,S,S,,R,S,R
485_13505,S,,,S,R,,,S,S,S
485_15573,S,,,S,R,,,R,S,
485_9267,S,S,,S,S,,,,,
485_7081,S,,,,S,,,,,
485_12976,S,,,S,R,,,R,S,S
485_14512,R,,,S,R,,,S,S,S
485_15522,S,,,S,S,,,S,S,S
485_3889,S,S,,S,S,,,,,
485_5143,S,S,,S,R,,,,,
485_3896,S,S,,S,S,,,,,
485_14685,S,,,S,S,,,S,S,S
485_699,S,S,,S,S,R,,R,S,R
485_9236,S,S,,S,,,,,,
485_9224,S,S,,S,S,,,,,
485_15507,S,,,S,S,,,S,S,S
485_8544,S,S,,S,S,,,,,
485_130,R,S,S,S,S,,,,S,R
485_13704,S,,,S,S,,,S,S,S
485_17533,S,,,S,S,,,S,S,S
485_13439,R,,,S,S,,,S,S,S
485_837,S,S,,S,R,R,,R,S,R
485_13344,S,,,S,R,,,R,S,
485_9506,S,S,,S,R,,,,,
485_17565,S,,,S,S,,,R,S,S
485_775,S,S,,S,S,S,,R,S,S
485_852,S,S,,S,R,R,,R,S,R
485_4788,R,S,,S,R,,,,,
485_15565,S,,,S,S,,,S,S,S
485_13601,S,,,S,S,,,S,S,S
485_4113,S,S,,S,S,,,,,
485_5044,S,S,,S,R,,,,,
485_3793,R,S,,S,S,,,,,
485_13509,S,,,S,S,,,S,S,S
485_13233,S,,,S,S,,,S,S,S
485_5110,S,S,,S,R,,,,,
485_13229,S,,,S,S,,,S,S,S
485_3882,S,S,,S,R,,,,,
485_241,S,S,R,S,R,,,,S,R
485_4141,S,S,,S,R,,,,,
485_9641,,S,,S,,,,,,
485_9384,S,S,,S,R,,,,,
485_14324,S,,,S,S,,,S,S,S
485_14138,S,,,S,S,,,S,S,S
485_5134,S,S,,S,S,,,,,
485_8458,S,S,,S,R,,,,,
485_570,R,S,,S,,,,,,
485_14857,S,,,S,R,,,R,S,S
485_3975,R,S,,S,S,,,,,
485_14952,S,,,S,S,,,S,S,S
485_14287,R,,,S,S,,,S,S,S
485_17587,S,,,S,S,,,S,S,S
485_77,R,S,S,S,S,,,,S,R
485_9113,S,S,,S,S,,,,,
485_13523,S,,,S,R,,,S,S,S
485_17478,S,,,S,S,,,S,S,S
485_9696,S,,,S,R,,,R,S,S
485_171,S,S,S,S,S,,,,S,R
485_160,S,R,R,S,R,,,,S,R
485_378,R,S,,S,S,,,,,
485_4852,R,S,,S,,,,,,
485_14145,S,,,S,S,,,S,S,S
485_17648,S,,,S,S,,,S,S,S
485_5276,S,S,,S,R,,,,,
485_12948,S,,,S,R,,,R,S,S
485_15028,S,,,S,R,,,R,S,S
485_202,S,R,R,S,R,,,,S,R
485_4163,S,S,,S,S,,,,,
485_5099,S,S,,S,R,,,,,
485_8309,S,S,,S,,,,,,
485_9424,S,S,,S,R,,,,,
485_4042,S,S,,S,R,,,,,
485_5204,S,S,,S,R,,,,,
485_14942,S,,,S,S,,,R,S,S
485_170,S,S,S,S,S,,,,S,R
485_15008,S,,,S,S,,,R,S,S
485_5057,S,S,,S,R,,,,,
485_6883,S,,,,S,,,,,
485_4327,S,S,,S,R,,,,,
485_13591,S,,,S,S,,,R,S,S
485_5178,S,S,,S,S,,,,,
485_14272,S,,,S,R,,,R,S,
485_17775,,R,,S,R,,R,,,
485_14458,S,,,S,S,,,S,S,S
485_14201,S,,,S,S,,,R,S,S
485_13478,S,,,S,S,,,S,S,S
485_14419,S,,,S,R,,,R,S,S
485_8747,S,S,,S,R,,,,,
485_9273,S,S,,S,S,,,,,
485_4306,S,S,,S,R,,,,,
485_15003,S,,,S,S,,,S,S,S
485_17630,S,,,S,S,,,S,S,S
485_14341,S,,,S,S,,,S,S,S
485_14259,S,,,S,S,,,S,S,S
485_12946,R,,,S,S,,,S,S,S
485_12890,R,,,S,S,,,S,S,S
485_441,R,S,,S,S,,,,,
485_5583,S,S,,S,R,,,,,
485_13611,S,,,S,S,,,S,S,S
485_3967,R,S,,S,R,,,,,
485_126,S,S,R,S,R,,,,S,R
485_15609,R,,,S,S,,,S,S,S
485_5639,S,S,,S,S,,,,,
485_5050,S,S,,S,S,,,,,
485_17591,S,,,S,S,,,S,S,S
485_8683,S,S,,S,,,,,,
485_17658,S,,,S,S,,,S,S,S
485_460,R,S,,S,,,,,,
485_12977,S,,,S,S,,,S,S,S
485_17649,S,,,S,S,,,S,S,S
485_17461,S,,,S,S,,,R,S,S
485_5642,S,S,,S,S,,,,,
485_15657,S,,,S,S,,,R,S,S
485_8795,S,S,,S,R,,,,,
485_276,S,S,S,S,R,,,,S,R
485_14278,S,,,S,S,,,S,S,S
485_70,S,S,S,S,S,,,,S,R
485_3738,S,S,,S,S,,,,,
485_17787,,S,,S,R,,R,,,
485_4133,S,S,,S,S,,,,,
485_17629,S,,,S,S,,,S,S,S
485_13281,S,,,S,R,,,R,S,S
485_277,S,S,R,S,R,,,,S,R
485_15683,S,,,S,S,,,S,S,S
485_8304,S,S,,S,S,,,,,
485_13667,S,,,S,R,,,R,S,S
485_9219,S,S,,S,R,,,,,
485_7103,S,,,,S,,,,,
485_8649,S,S,,S,S,,,,,
485_8886,S,S,,S,,,,,,
485_156,R,S,S,S,S,,,,S,R
485_13092,S,,,S,S,,,S,S,S
485_14026,S,,,S,S,,,S,S,S
485_14185,R,,,S,R,,,S,S,S
485_134,S,S,R,S,R,,,,S,R
485_127,S,S,S,S,S,,,,S,R
485_14043,S,,,S,R,,,S,S,S
485_9093,S,S,,S,S,,,,,
485_107,S,S,S,S,R,,,,S,R
485_17747,,S,,S,R,,R,,,
485_9307,S,S,,S,,,,,,
485_4757,R,S,,S,,,,,,
485_4092,S,S,,S,S,,,,,
485_14936,S,,,S,R,,,S,S,S
485_12876,S,,,S,S,,,R,S,S
485_13073,S,,,S,S,,,R,S,S
485_13170,S,,,S,S,,,S,S,S
485_3923,S,S,,S,S,,,,,
485_8418,S,S,,S,S,,,,,
485_15464,S,S,,S,S,,,,,
485_5456,S,S,,S,R,,,,,
485_14028,S,,,S,R,,,S,S,S
485_6876,S,,,,S,,,,,
485_534,R,S,,S,,,,,,
485_9593,S,S,,S,,,,,,
485_707,S,S,,S,R,R,,R,S,R
485_14274,S,,,S,R,,,S,S,S
485_9664,S,,,S,R,,,R,S,S
485_4441,S,S,,S,R,,,,,
485_8258,S,S,,S,S,,,,,
485_17499,S,,,S,S,,,S,S,S
485_5048,S,S,,S,R,,,,,
485_4258,R,S,,S,S,,,,,
485_5237,S,S,,S,S,,,,,
485_8693,S,S,,S,S,,,,,
485_15498,S,S,,S,S,,,,,
485_9027,S,S,,S,S,,,,,
485_13446,S,,,S,R,,,R,S,S
485_17745,,R,,S,R,,R,,,
485_17628,S,,,S,S,,,S,S,S
485_14198,S,,,S,S,,,R,S,S
485_240,S,S,S,S,R,,,,S,R
485_14369,S,,,S,R,,,S,S,S
485_9646,S,,,S,S,,,R,S,S
485_17675,S,,,S,S,,,S,S,S
485_6915,S,,,,S,,,,,
485_16741,S,,,S,R,,,S,S,S
485_13031,S,,,S,S,,,R,S,
485_13363,S,,,S,S,,,S,S,S
485_14288,S,,,S,S,,,S,S,S
485_13377,R,,,S,S,,,S,S,S
485_223,S,S,S,S,S,,,,S,S
485_17661,S,,,S,S,,,S,S,S
485_15528,R,,,S,S,,,R,S,S
485_14772,S,,,S,R,,,R,S,S
485_13250,S,,,S,S,,,R,S,S
485_5088,S,S,,S,R,,,,,
485_237,S,S,R,S,R,,,,S,R
485_5424,S,S,,S,S,,,,,
485_8657,S,S,,S,R,,,,,
485_3657,R,S,,S,S,,,,,
485_14041,S,,,S,S,,,S,S,S
485_15461,S,S,,S,S,,,,,
485_14509,S,,,S,R,,,R,S,S
485_76,S,S,R,S,R,,,,S,R
485_169,S,S,S,S,S,,,,S,R
485_835,S,R,,,R,R,,R,S,R
485_3951,S,S,,S,R,,,,,
485_15041,S,,,S,S,,,S,S,S
485_806,S,S,,S,S,S,,R,S,S
485_9348,S,S,,S,R,,,,,
485_5388,S,S,,S,S,,,,,
485_13844,S,,,S,R,,,R,S,
485_411,R,S,,S,S,,,,,
485_5633,S,S,,S,R,,,,,
485_9485,S,S,,S,S,,,,,
485_3981,S,S,,S,S,,,,,
485_5581,S,S,,S,S,,,,,
485_13633,S,,,S,S,,,R,S,S
485_13105,S,,,S,S,,,S,S,S
485_8329,S,S,,S,S,,,,,
485_9548,S,S,,S,S,,,,,
485_13200,S,,,S,S,,,S,S,S
485_17456,S,,,S,S,,,R,S,S
485_4249,R,S,,S,S,,,,,
485_5262,S,S,,S,S,,,,,
485_15057,S,,,S,S,,,S,S,S
485_14937,S,,,S,R,,,R,S,S
485_12980,S,,,S,S,,,R,S,S
485_180,S,R,,S,R,,,,S,R
485_14139,S,,,S,S,,,S,S,S
485_13083,S,,,S,S,,,S,S,S
485_4043,S,S,,S,S,,,,,
485_9086,S,S,,S,S,,,,,
485_9612,S,S,,S,,,,,,
485_14151,S,,,S,S,,,S,S,S
485_9280,S,S,,S,S,,,,,
485_17827,,S,,S,R,,R,,,
485_8424,S,S,,S,S,,,,,
485_3791,R,S,,S,S,,,,,
485_204,S,S,S,S,S,,,,S,R
485_12892,S,,,S,S,,,S,S,S
485_5589,R,S,,S,R,,,,,
485_8526,S,S,,S,R,,,,,
485_4248,R,S,,S,R,,,,,
485_5527,S,S,,S,R,,,,,
485_5652,S,S,,S,S,,,,,
485_16956,S,,,S,R,,,S,S,S
485_3741,R,S,,S,R,,,,,
485_8262,S,S,,S,S,,,,,
485_17601,S,,,S,S,,,S,S,S
485_791,S,S,,S,R,R,,R,S,R
485_13283,S,,,S,R,,,S,S,S
485_15502,S,S,,S,S,,,,,
485_8685,S,S,,S,,,,,,
485_4993,S,S,,R,R,,,,,
485_6918,S,,,,S,,,,,
485_4881,R,S,,S,R,,,,,
485_243,S,S,R,S,R,,,,S,R
485_17034,S,,,S,S,,,S,S,S
485_15011,S,,,S,R,,,R,S,S
485_17637,S,,,S,R,,,R,S,S
485_16551,S,,,S,R,,,R,S,S
485_5520,S,S,,S,S,,,,,
485_13892,S,,,S,S,,,S,S,S
485_16740,S,,,S,S,,,S,S,S
485_228,S,S,S,S,R,,,,S,R
485_13366,S,,,S,S,,,S,S,S
485_8603,S,S,,S,,,,,,
485_13826,S,,,S,S,,,S,S,S
485_3894,S,S,,S,R,,,,,
485_14329,S,,,S,R,,,R,S,
485_8478,S,S,,S,R,,,,,
485_3868,S,S,,S,S,,,,,
485_13641,S,,,S,R,,,S,S,S
485_14160,S,,,S,S,,,S,S,S
485_14263,S,,,S,R,,,R,S,S
485_15651,S,,,S,S,,,R,S,S
485_14330,S,,,S,R,,,S,S,S
485_4123,S,S,,S,R,,,,,
485_6967,S,S,,S,R,,,,,
485_5624,S,S,,S,R,,,,,
485_14919,S,,,S,S,,,S,S,S
485_8595,S,S,,S,R,,,,,
485_4815,R,S,,S,R,,,,,
485_5176,S,S,,S,S,,,,,
485_4893,S,S,,S,R,,,,,
485_3825,R,S,,S,S,,,,,
485_13126,S,,,S,R,,,R,S,S
485_17037,S,,,S,S,,,S,S,S
485_4338,R,S,,S,R,,,,,
485_8454,S,S,,S,S,,,,,
485_14342,S,,,S,R,,,S,S,S
485_14938,S,,,S,R,,,R,S,S
485_8586,S,S,,S,S,,,,,
485_17045,S,,,S,R,,,S,S,S
485_724,S,S,,S,R,S,,R,S,R
485_17633,S,,,S,S,,,S,S,S
485_3948,S,S,,S,R,,,,,
485_14356,S,,,S,R,,,S,S,S
485_14531,S,,,S,S,,,S,S,S
485_13140,S,,,S,R,,,S,S,S
485_5660,S,S,,S,R,,,,,
485_9639,,S,,S,,,,,,
485_146,R,S,S,S,S,,,,S,R
485_13241,R,,,S,S,,,S,S,S
485_826,S,S,,S,R,S,,R,S,R
485_17748,,R,,S,R,,R,,,
485_3877,S,S,,S,R,,,,,
485_3916,R,S,,S,R,,,,,
485_17479,S,,,S,R,,,S,S,S
485_4039,R,S,,S,S,,,,,
485_14843,S,,,S,S,,,S,S,S
485_9758,S,S,,S,R,,,,,R
485_8619,S,S,,S,R,,,,,
485_14299,S,,,S,R,,,R,S,S
485_13049,S,,,S,S,,,S,S,S
485_14454,S,,,S,S,,,S,S,S
485_17470,R,,,S,R,,,R,S,
485_15038,S,,,S,S,,,R,S,S
485_17841,,R,,S,R,,R,,,
485_13043,S,,,S,S,,,S,S,S
485_716,S,S,,S,R,R,,R,S,R
485_9498,S,S,,S,S,,,,,
485_5238,S,S,,S,R,,,,,
485_14312,S,,,S,R,,,S,S,S
485_13490,S,,,S,R,,,S,S,S
485_8487,S,S,,S,S,,,,,
485_3839,S,S,,S,R,,,,,
485_754,S,S,,S,S,S,,R,S,R
485_17835,,S,,S,R,,R,,,
485_12999,S,,,S,R,,,R,S,
485_17682,S,,,S,S,,,R,S,S
485_4909,R,,,,R,,,,,
485_9567,S,S,,S,R,,,,,
485_8314,S,S,,S,,,,,,
485_15447,S,S,,S,S,,,,,
485_155,S,S,S,S,R,,,,S,R
485_16597,S,,,S,S,,,S,S,S
485_264,S,S,R,S,R,,,,S,R
485_9040,S,S,,S,S,,,,,
485_13573,S,,,S,S,,,S,S,S
485_17564,S,,,S,S,,,R,S,S
485_14482,S,,,S,R,,,R,S,S
485_17545,S,,,S,R,,,R,S,S
485_14227,S,,,S,S,,,S,S,S
485_4117,S,S,,S,S,,,,,
485_8446,S,S,,S,R,,,,,
485_9660,S,,,S,S,,,R,S,S
485_8848,S,S,,S,S,,,,,
485_17464,S,,,S,S,,,S,S,S
485_13209,S,,,S,S,,,R,S,S
485_322,R,S,,S,,,,,,
485_17858,,S,,S,R,,R,,,
485_8448,S,S,,S,R,,,,,
485_8545,S,S,,S,R,,,,,
485_13078,S,,,S,S,,,S,S,S
485_13513,S,,,S,R,,,R,S,S
485_9552,S,S,,S,S,,,,,
485_5226,S,S,,S,S,,,,,
485_15472,S,S,,S,S,,,,,
485_211,S,S,R,S,R,,,,S,R
485_17044,R,,,S,S,,,R,S,S
485_743,S,S,,S,R,R,,R,S,R
485_4346,R,S,,S,R,,,,,
485_14062,S,,,S,S,,,S,S,S
485_12921,S,,,S,S,,,S,S,S
485_3646,S,S,,S,S,,,,,
485_17810,,S,,S,R,,R,,,
485_8582,S,S,,S,S,,,,,
485_13065,S,,,S,R,,,S,S,
485_3925,R,S,,S,S,,,,,
485_17683,S,,,S,S,,,S,S,S
485_5210,S,S,,S,S,,,,,
485_516,R,S,,S,,,,,,
485_14415,S,,,S,S,,,S,S,S
485_17793,,S,,S,R,,R,,,
485_4341,S,S,,S,S,,,,,
485_14098,S,,,S,S,,,S,S,S
485_15407,S,S,,S,R,,,,,
485_17664,S,,,S,R,,,S,S,S
485_4349,S,S,,S,,,,,,
485_4859,S,R,,S,,,,,,
485_9347,S,S,,S,S,,,,,
485_4491,S,S,,S,R,,,,,
485_9381,S,S,,S,,,,,,
485_4158,R,S,,S,R,,,,,
485_8520,S,S,,S,R,,,,,
485_8730,S,S,,S,S,,,,,
485_14433,R,,,S,S,,,S,S,S
485_4489,R,S,,S,R,,,,,
485_4339,R,S,,,,,,,,
485_4933,R,,,,R,,,,,
485_5645,S,S,,S,S,,,,,
485_8679,S,S,,S,S,,,,,
485_129,S,S,R,S,R,,,,S,R
485_8870,S,S,,S,S,,,,,
485_3937,S,S,,S,R,,,,,
485_5433,S,S,,S,R,,,,,
485_8826,S,S,,S,R,,,,,
485_16602,S,,,S,S,,,S,S,S
485_13164,S,,,S,R,,,R,S,S
485_4277,R,S,,S,R,,,,,
485_13024,S,,,S,R,,,R,S,S
485_8677,S,S,,S,S,,,,,
485_5631,S,S,,S,S,,,,,
485_9724,S,,,S,R,,,R,S,
485_7023,S,,,,R,,,,,
485_5382,S,S,,S,R,,,,,
485_259,S,S,S,S,R,,,,S,R
485_4427,R,S,,S,R,,,,,
485_207,S,S,R,S,R,,,,S,R
485_5357,S,S,,S,S,,,,,
485_781,S,S,,S,S,S,,R,S,S
485_13251,S,,,S,S,,,S,S,S
485_5523,S,S,,S,R,,,,,
485_14821,S,,,S,R,,,S,S,S
485_5588,S,S,,S,S,,,,,
485_14533,S,,,S,S,,,S,S,S
485_4036,S,S,,S,R,,,,,
485_13395,S,,,S,R,,,R,S,
485_9119,S,S,,S,S,,,,,
485_14874,S,,,S,S,,,R,S,S
485_4063,R,S,,S,R,,,,,
485_14348,S,,,S,S,,,S,S,S
485_8097,S,R,,R,R,,,R,S,R
485_14308,S,,,S,S,,,S,S,S
485_14963,S,,,S,S,,,R,S,S
485_9239,S,S,,S,,,,,,
485_14995,S,,,S,S,,,S,S,S
485_15471,S,S,,S,S,,,,,
485_16598,S,,,S,R,,,R,S,S
485_13127,S,,,S,S,,,S,S,S
485_14267,R,,,S,S,,,S,S,S
485_3891,R,S,,S,R,,,,,
485_13470,S,,,S,S,,,S,S,S
485_435,S,S,,S,S,,,,,
485_3809,S,S,,S,R,,,,,
485_15403,S,S,,S,S,,,,,
485_7019,S,,,,R,,,,,
485_9700,S,,,S,R,,,R,S,R
485_16698,S,,,S,S,,,S,S,S
485_17590,S,,,S,R,,,S,S,S
485_7096,S,,,,R,,,,,
485_7875,S,S,,S,S,,,R,S,S
485_9135,S,S,,S,,,,,,
485_8676,S,S,,S,S,,,,,
485_422,R,S,,S,S,,,,,
485_3908,S,S,,S,R,,,,,
485_4457,R,S,,S,R,,,,,
485_8806,S,S,,S,R,,,,,
485_17836,,S,,S,R,,R,,,
485_13710,S,,,S,S,,,S,S,S
485_13023,S,,,S,R,,,S,S,S
485_13465,S,,,S,S,,,S,S,S
485_5228,S,S,,S,S,,,,,
485_4981,S,S,,S,S,,,,,
485_15514,S,,,S,S,,,S,S,S
485_98,S,S,R,S,R,,,,S,R
485_9443,S,S,,S,S,,,,,
485_4256,S,S,,S,R,,,,,
485_14152,S,,,S,S,,,S,S,S
485_4459,S,S,,S,S,,,,,
485_5617,S,S,,S,S,,,,,
485_8720,S,S,,S,R,,,,,
485_4790,R,S,,S,,,,,,
485_14776,S,,,S,S,,,S,S,S
485_238,S,S,S,S,R,,,,S,R
485_13774,S,,,S,S,,,S,S,S
485_5512,S,S,,S,R,,,,,
485_14223,S,,,S,S,,,S,S,S
485_855,S,S,,S,S,R,,R,S,R
485_13961,S,,,S,S,,,S,S,S
485_602,S,S,,S,,,,,,
485_13803,S,,,S,S,,,S,S,S
485_14993,R,,,S,S,,,S,S,S
485_9302,S,S,,S,,,,,,
485_5075,S,S,,S,R,,,,,
485_15480,S,S,,S,S,,,,,
485_9576,S,S,,S,R,,,,,
485_14195,S,,,S,S,,,S,S,S
485_9596,S,S,,S,,,,,,
485_3674,S,S,,S,S,,,,,
485_13720,S,,,S,S,,,S,S,S
485_9733,S,,,S,S,,,R,S,R
485_3815,R,S,,S,S,,,,,
485_13412,S,,,S,S,,,S,S,S
485_4842,S,S,,S,R,,,,,
485_4389,S,S,,S,R,,,,,
485_3944,S,S,,S,S,,,,,
485_13084,S,,,S,R,,,S,S,S
485_7880,S,S,,S,S,,,R,S,S
485_9582,S,S,,S,S,,,,,
485_13873,S,,,S,S,,,S,S,S
485_205,S,S,S,S,R,,,,S,R
485_5451,S,S,,S,S,,,,,
485_5353,S,S,,S,S,,,,,
485_5611,S,S,,S,R,,,,,
485_4873,R,S,,S,R,,,,,
485_17463,S,,,S,R,,,R,S,
